method,simnum,listnum,hit,miss,fa,cr,cost,startseed
goni,2,26,351,42,240,12087,282.0,300
chan,2,26,149,244,11,12316,255.0,300
rw,2,26,384,9,692,11635,701.0,300
kenett,2,26,61,332,410,11917,742.0,300
fe,2,27,71,322,0,12327,322.0,300
goni,2,27,351,42,248,12079,290.0,300
chan,2,27,151,242,12,12315,254.0,300
rw,2,27,384,9,710,11617,719.0,300
kenett,2,27,260,133,214,12113,347.0,300
fe,2,28,73,320,0,12327,320.0,300
goni,2,28,353,40,265,12062,305.0,300
chan,2,28,151,242,9,12318,251.0,300
rw,2,28,386,7,725,11602,732.0,300
kenett,2,28,261,132,213,12114,345.0,300
fe,2,29,76,317,0,12327,317.0,300
goni,2,29,355,38,278,12049,316.0,300
chan,2,29,150,243,10,12317,253.0,300
rw,2,29,386,7,740,11587,747.0,300
kenett,2,29,258,135,216,12111,351.0,300
fe,2,30,78,315,0,12327,315.0,300
goni,2,30,355,38,278,12049,316.0,300
chan,2,30,151,242,10,12317,252.0,300
rw,2,30,387,6,766,11561,772.0,300
kenett,2,30,258,135,216,12111,351.0,300
fe,2,31,81,312,0,12327,312.0,300
goni,2,31,362,31,292,12035,323.0,300
chan,2,31,151,242,9,12318,251.0,300
rw,2,31,387,6,782,11545,788.0,300
kenett,2,31,263,130,211,12116,341.0,300
fe,2,32,83,310,0,12327,310.0,300
goni,2,32,363,30,300,12027,330.0,300
chan,2,32,151,242,8,12319,250.0,300
rw,2,32,387,6,804,11523,810.0,300
kenett,2,32,271,122,203,12124,325.0,300
fe,2,33,85,308,0,12327,308.0,300
goni,2,33,364,29,313,12014,342.0,300
chan,2,33,150,243,9,12318,252.0,300
rw,2,33,387,6,831,11496,837.0,300
kenett,2,33,271,122,203,12124,325.0,300
fe,2,34,87,306,0,12327,306.0,300
goni,2,34,364,29,327,12000,356.0,300
chan,2,34,151,242,9,12318,251.0,300
rw,2,34,389,4,849,11478,853.0,300
kenett,2,34,272,121,202,12125,323.0,300
fe,2,35,89,304,0,12327,304.0,300
goni,2,35,366,27,344,11983,371.0,300
chan,2,35,148,245,11,12316,256.0,300
rw,2,35,390,3,874,11453,877.0,300
kenett,2,35,264,129,210,12117,339.0,300
fe,2,36,91,302,0,12327,302.0,300
goni,2,36,367,26,346,11981,372.0,300
chan,2,36,148,245,11,12316,256.0,300
rw,2,36,392,1,896,11431,897.0,300
kenett,2,36,267,126,207,12120,333.0,300
fe,2,37,94,299,0,12327,299.0,300
goni,2,37,368,25,348,11979,373.0,300
chan,2,37,149,244,11,12316,255.0,300
rw,2,37,392,1,915,11412,916.0,300
kenett,2,37,273,120,201,12126,321.0,300
fe,2,38,96,297,0,12327,297.0,300
goni,2,38,369,24,360,11967,384.0,300
chan,2,38,149,244,11,12316,255.0,300
rw,2,38,392,1,941,11386,942.0,300
kenett,2,38,272,121,202,12125,323.0,300
fe,2,39,98,295,0,12327,295.0,300
goni,2,39,370,23,365,11962,388.0,300
chan,2,39,151,242,10,12317,252.0,300
rw,2,39,392,1,961,11366,962.0,300
kenett,2,39,271,122,203,12124,325.0,300
fe,2,40,101,292,0,12327,292.0,300
goni,2,40,370,23,370,11957,393.0,300
chan,2,40,152,241,9,12318,250.0,300
rw,2,40,392,1,984,11343,985.0,300
kenett,2,40,275,118,199,12128,317.0,300
fe,2,41,104,289,0,12327,289.0,300
goni,2,41,371,22,370,11957,392.0,300
chan,2,41,153,240,8,12319,248.0,300
rw,2,41,392,1,1002,11325,1003.0,300
kenett,2,41,277,116,197,12130,313.0,300
fe,2,42,106,287,0,12327,287.0,300
goni,2,42,372,21,376,11951,397.0,300
chan,2,42,152,241,8,12319,249.0,300
rw,2,42,392,1,1019,11308,1020.0,300
kenett,2,42,281,112,193,12134,305.0,300
fe,2,43,107,286,0,12327,286.0,300
goni,2,43,373,20,382,11945,402.0,300
chan,2,43,152,241,7,12320,248.0,300
rw,2,43,392,1,1035,11292,1036.0,300
kenett,2,43,278,115,196,12131,311.0,300
fe,2,44,110,283,0,12327,283.0,300
goni,2,44,372,21,383,11944,404.0,300
chan,2,44,153,240,6,12321,246.0,300
rw,2,44,392,1,1051,11276,1052.0,300
kenett,2,44,278,115,196,12131,311.0,300
fe,2,45,113,280,0,12327,280.0,300
goni,2,45,373,20,392,11935,412.0,300
chan,2,45,154,239,5,12322,244.0,300
rw,2,45,392,1,1067,11260,1068.0,300
kenett,2,45,282,111,192,12135,303.0,300
fe,2,46,116,277,0,12327,277.0,300
goni,2,46,374,19,406,11921,425.0,300
chan,2,46,155,238,5,12322,243.0,300
rw,2,46,393,0,1084,11243,1084.0,300
kenett,2,46,279,114,195,12132,309.0,300
fe,2,47,118,275,0,12327,275.0,300
goni,2,47,373,20,400,11927,420.0,300
chan,2,47,155,238,5,12322,243.0,300
rw,2,47,393,0,1100,11227,1100.0,300
kenett,2,47,277,116,197,12130,313.0,300
fe,2,48,121,272,0,12327,272.0,300
goni,2,48,372,21,403,11924,424.0,300
chan,2,48,154,239,5,12322,244.0,300
rw,2,48,393,0,1115,11212,1115.0,300
kenett,2,48,275,118,199,12128,317.0,300
fe,2,49,124,269,0,12327,269.0,300
goni,2,49,375,18,413,11914,431.0,300
chan,2,49,154,239,5,12322,244.0,300
rw,2,49,393,0,1129,11198,1129.0,300
kenett,2,49,283,110,191,12136,301.0,300
fe,2,50,125,268,0,12327,268.0,300
goni,2,50,376,17,418,11909,435.0,300
chan,2,50,154,239,5,12322,244.0,300
rw,2,50,393,0,1142,11185,1142.0,300
kenett,2,50,280,113,194,12133,307.0,300
fe,3,1,3,390,0,12327,390.0,450
goni,3,1,10,383,2,12325,385.0,450
chan,3,1,51,342,28,12299,370.0,450
rw,3,1,64,329,34,12293,363.0,450
kenett,3,1,10,383,167,12160,550.0,450
fe,3,2,6,387,0,12327,387.0,450
goni,3,2,26,367,4,12323,371.0,450
chan,3,2,85,308,55,12272,363.0,450
rw,3,2,115,278,69,12258,347.0,450
kenett,3,2,11,382,325,12002,707.0,450
fe,3,3,9,384,0,12327,384.0,450
goni,3,3,49,344,11,12316,355.0,450
chan,3,3,96,297,62,12265,359.0,450
rw,3,3,161,232,100,12227,332.0,450
kenett,3,3,20,373,370,11957,743.0,450
fe,3,4,12,381,0,12327,381.0,450
goni,3,4,82,311,25,12302,336.0,450
chan,3,4,111,282,72,12255,354.0,450
rw,3,4,194,199,125,12202,324.0,450
kenett,3,4,16,377,404,11923,781.0,450
fe,3,5,15,378,0,12327,378.0,450
goni,3,5,106,287,42,12285,329.0,450
chan,3,5,118,275,65,12262,340.0,450
rw,3,5,228,165,155,12172,320.0,450
kenett,3,5,21,372,411,11916,783.0,450
fe,3,6,18,375,0,12327,375.0,450
goni,3,6,135,258,53,12274,311.0,450
chan,3,6,120,273,57,12270,330.0,450
rw,3,6,255,138,177,12150,315.0,450
kenett,3,6,21,372,426,11901,798.0,450
fe,3,7,21,372,0,12327,372.0,450
goni,3,7,162,231,63,12264,294.0,450
chan,3,7,116,277,53,12274,330.0,450
rw,3,7,276,117,202,12125,319.0,450
kenett,3,7,23,370,427,11900,797.0,450
fe,3,8,24,369,0,12327,369.0,450
goni,3,8,188,205,79,12248,284.0,450
chan,3,8,117,276,57,12270,333.0,450
rw,3,8,296,97,232,12095,329.0,450
kenett,3,8,19,374,443,11884,817.0,450
fe,3,9,26,367,0,12327,367.0,450
goni,3,9,208,185,90,12237,275.0,450
chan,3,9,118,275,50,12277,325.0,450
rw,3,9,309,84,257,12070,341.0,450
kenett,3,9,25,368,437,11890,805.0,450
fe,3,10,29,364,0,12327,364.0,450
goni,3,10,226,167,98,12229,265.0,450
chan,3,10,125,268,51,12276,319.0,450
rw,3,10,322,71,281,12046,352.0,450
kenett,3,10,16,377,452,11875,829.0,450
fe,3,11,32,361,0,12327,361.0,450
goni,3,11,238,155,106,12221,261.0,450
chan,3,11,126,267,46,12281,313.0,450
rw,3,11,330,63,311,12016,374.0,450
kenett,3,11,19,374,449,11878,823.0,450
fe,3,12,35,358,0,12327,358.0,450
goni,3,12,250,143,127,12200,270.0,450
chan,3,12,127,266,45,12282,311.0,450
rw,3,12,341,52,335,11992,387.0,450
kenett,3,12,17,376,451,11876,827.0,450
fe,3,13,37,356,0,12327,356.0,450
goni,3,13,262,131,134,12193,265.0,450
chan,3,13,129,264,41,12286,305.0,450
rw,3,13,348,45,366,11961,411.0,450
kenett,3,13,12,381,456,11871,837.0,450
fe,3,14,40,353,0,12327,353.0,450
goni,3,14,276,117,160,12167,277.0,450
chan,3,14,132,261,38,12289,299.0,450
rw,3,14,359,34,394,11933,428.0,450
kenett,3,14,22,371,449,11878,820.0,450
fe,3,15,43,350,0,12327,350.0,450
goni,3,15,282,111,164,12163,275.0,450
chan,3,15,132,261,36,12291,297.0,450
rw,3,15,366,27,418,11909,445.0,450
kenett,3,15,33,360,438,11889,798.0,450
fe,3,16,46,347,0,12327,347.0,450
goni,3,16,287,106,174,12153,280.0,450
chan,3,16,131,262,37,12290,299.0,450
rw,3,16,368,25,447,11880,472.0,450
kenett,3,16,203,190,271,12056,461.0,450
fe,3,17,49,344,0,12327,344.0,450
goni,3,17,288,105,184,12143,289.0,450
chan,3,17,132,261,34,12293,295.0,450
rw,3,17,371,22,476,11851,498.0,450
kenett,3,17,209,184,265,12062,449.0,450
fe,3,18,52,341,0,12327,341.0,450
goni,3,18,298,95,183,12144,278.0,450
chan,3,18,134,259,32,12295,291.0,450
rw,3,18,372,21,496,11831,517.0,450
kenett,3,18,222,171,252,12075,423.0,450
fe,3,19,54,339,0,12327,339.0,450
goni,3,19,306,87,194,12133,281.0,450
chan,3,19,137,256,29,12298,285.0,450
rw,3,19,373,20,513,11814,533.0,450
kenett,3,19,217,176,257,12070,433.0,450
fe,3,20,57,336,0,12327,336.0,450
goni,3,20,315,78,197,12130,275.0,450
chan,3,20,135,258,30,12297,288.0,450
rw,3,20,377,16,528,11799,544.0,450
kenett,3,20,225,168,249,12078,417.0,450
fe,3,21,60,333,0,12327,333.0,450
goni,3,21,324,69,211,12116,280.0,450
chan,3,21,135,258,29,12298,287.0,450
rw,3,21,377,16,554,11773,570.0,450
kenett,3,21,227,166,247,12080,413.0,450
fe,3,22,63,330,0,12327,330.0,450
goni,3,22,327,66,219,12108,285.0,450
chan,3,22,140,253,21,12306,274.0,450
rw,3,22,381,12,570,11757,582.0,450
kenett,3,22,228,165,246,12081,411.0,450
fe,3,23,66,327,0,12327,327.0,450
goni,3,23,331,62,231,12096,293.0,450
chan,3,23,142,251,17,12310,268.0,450
rw,3,23,382,11,590,11737,601.0,450
kenett,3,23,235,158,239,12088,397.0,450
fe,3,24,69,324,0,12327,324.0,450
goni,3,24,342,51,250,12077,301.0,450
chan,3,24,145,248,14,12313,262.0,450
rw,3,24,383,10,620,11707,630.0,450
kenett,3,24,238,155,236,12091,391.0,450
fe,3,25,72,321,0,12327,321.0,450
goni,3,25,347,46,254,12073,300.0,450
chan,3,25,146,247,13,12314,260.0,450
rw,3,25,386,7,639,11688,646.0,450
kenett,3,25,243,150,231,12096,381.0,450
fe,3,26,75,318,0,12327,318.0,450
goni,3,26,347,46,272,12055,318.0,450
chan,3,26,145,248,15,12312,263.0,450
rw,3,26,387,6,656,11671,662.0,450
kenett,3,26,246,147,228,12099,375.0,450
fe,3,27,78,315,0,12327,315.0,450
goni,3,27,347,46,272,12055,318.0,450
chan,3,27,147,246,13,12314,259.0,450
rw,3,27,387,6,676,11651,682.0,450
kenett,3,27,252,141,222,12105,363.0,450
fe,3,28,81,312,0,12327,312.0,450
goni,3,28,350,43,289,12038,332.0,450
chan,3,28,147,246,13,12314,259.0,450
rw,3,28,387,6,698,11629,704.0,450
kenett,3,28,247,146,227,12100,373.0,450
fe,3,29,83,310,0,12327,310.0,450
goni,3,29,355,38,294,12033,332.0,450
chan,3,29,145,248,15,12312,263.0,450
rw,3,29,389,4,715,11612,719.0,450
kenett,3,29,252,141,222,12105,363.0,450
fe,3,30,86,307,0,12327,307.0,450
goni,3,30,358,35,295,12032,330.0,450
chan,3,30,143,250,16,12311,266.0,450
rw,3,30,389,4,737,11590,741.0,450
kenett,3,30,247,146,227,12100,373.0,450
fe,3,31,89,304,0,12327,304.0,450
goni,3,31,361,32,297,12030,329.0,450
chan,3,31,144,249,15,12312,264.0,450
rw,3,31,389,4,758,11569,762.0,450
kenett,3,31,251,142,223,12104,365.0,450
fe,3,32,91,302,0,12327,302.0,450
goni,3,32,364,29,310,12017,339.0,450
chan,3,32,146,247,14,12313,261.0,450
rw,3,32,389,4,775,11552,779.0,450
kenett,3,32,261,132,213,12114,345.0,450
fe,3,33,94,299,0,12327,299.0,450
goni,3,33,359,34,316,12011,350.0,450
chan,3,33,147,246,12,12315,258.0,450
rw,3,33,389,4,794,11533,798.0,450
kenett,3,33,258,135,216,12111,351.0,450
fe,3,34,97,296,0,12327,296.0,450
goni,3,34,364,29,319,12008,348.0,450
chan,3,34,148,245,11,12316,256.0,450
rw,3,34,389,4,820,11507,824.0,450
kenett,3,34,256,137,218,12109,355.0,450
fe,3,35,99,294,0,12327,294.0,450
goni,3,35,366,27,326,12001,353.0,450
chan,3,35,149,244,10,12317,254.0,450
rw,3,35,389,4,835,11492,839.0,450
kenett,3,35,259,134,215,12112,349.0,450
fe,3,36,102,291,0,12327,291.0,450
goni,3,36,364,29,324,12003,353.0,450
chan,3,36,149,244,10,12317,254.0,450
rw,3,36,389,4,854,11473,858.0,450
kenett,3,36,264,129,210,12117,339.0,450
fe,3,37,105,288,0,12327,288.0,450
goni,3,37,366,27,332,11995,359.0,450
chan,3,37,150,243,9,12318,252.0,450
rw,3,37,389,4,875,11452,879.0,450
kenett,3,37,264,129,210,12117,339.0,450
fe,3,38,107,286,0,12327,286.0,450
goni,3,38,368,25,339,11988,364.0,450
chan,3,38,149,244,10,12317,254.0,450
rw,3,38,390,3,893,11434,896.0,450
kenett,3,38,261,132,213,12114,345.0,450
fe,3,39,110,283,0,12327,283.0,450
goni,3,39,367,26,355,11972,381.0,450
chan,3,39,151,242,8,12319,250.0,450
rw,3,39,390,3,908,11419,911.0,450
kenett,3,39,261,132,213,12114,345.0,450
fe,3,40,112,281,0,12327,281.0,450
goni,3,40,373,20,365,11962,385.0,450
chan,3,40,153,240,7,12320,247.0,450
rw,3,40,390,3,930,11397,933.0,450
kenett,3,40,264,129,210,12117,339.0,450
fe,3,41,114,279,0,12327,279.0,450
goni,3,41,375,18,372,11955,390.0,450
chan,3,41,153,240,7,12320,247.0,450
rw,3,41,390,3,951,11376,954.0,450
kenett,3,41,262,131,212,12115,343.0,450
fe,3,42,117,276,0,12327,276.0,450
goni,3,42,377,16,374,11953,390.0,450
chan,3,42,153,240,7,12320,247.0,450
rw,3,42,391,2,968,11359,970.0,450
kenett,3,42,264,129,210,12117,339.0,450
fe,3,43,119,274,0,12327,274.0,450
goni,3,43,378,15,373,11954,388.0,450
chan,3,43,153,240,7,12320,247.0,450
rw,3,43,391,2,991,11336,993.0,450
kenett,3,43,264,129,210,12117,339.0,450
fe,3,44,121,272,0,12327,272.0,450
goni,3,44,379,14,375,11952,389.0,450
chan,3,44,153,240,7,12320,247.0,450
rw,3,44,392,1,1008,11319,1009.0,450
kenett,3,44,262,131,212,12115,343.0,450
fe,3,45,124,269,0,12327,269.0,450
goni,3,45,380,13,382,11945,395.0,450
chan,3,45,154,239,6,12321,245.0,450
rw,3,45,392,1,1022,11305,1023.0,450
kenett,3,45,261,132,213,12114,345.0,450
fe,3,46,125,268,0,12327,268.0,450
goni,3,46,380,13,382,11945,395.0,450
chan,3,46,154,239,6,12321,245.0,450
rw,3,46,392,1,1041,11286,1042.0,450
kenett,3,46,262,131,212,12115,343.0,450
fe,3,47,128,265,0,12327,265.0,450
goni,3,47,380,13,390,11937,403.0,450
chan,3,47,155,238,6,12321,244.0,450
rw,3,47,392,1,1054,11273,1055.0,450
kenett,3,47,259,134,215,12112,349.0,450
fe,3,48,130,263,0,12327,263.0,450
goni,3,48,381,12,397,11930,409.0,450
chan,3,48,155,238,5,12322,243.0,450
rw,3,48,393,0,1070,11257,1070.0,450
kenett,3,48,258,135,216,12111,351.0,450
fe,3,49,130,263,0,12327,263.0,450
goni,3,49,384,9,408,11919,417.0,450
chan,3,49,155,238,5,12322,243.0,450
rw,3,49,393,0,1085,11242,1085.0,450
kenett,3,49,256,137,218,12109,355.0,450
fe,3,50,131,262,0,12327,262.0,450
goni,3,50,384,9,412,11915,421.0,450
chan,3,50,155,238,5,12322,243.0,450
rw,3,50,393,0,1105,11222,1105.0,450
kenett,3,50,262,131,212,12115,343.0,450
fe,4,1,3,390,0,12327,390.0,600
goni,4,1,5,388,1,12326,389.0,600
chan,4,1,57,336,31,12296,367.0,600
rw,4,1,64,329,34,12293,363.0,600
kenett,4,1,16,377,191,12136,568.0,600
fe,4,2,6,387,0,12327,387.0,600
goni,4,2,24,369,4,12323,373.0,600
chan,4,2,97,296,52,12275,348.0,600
rw,4,2,118,275,66,12261,341.0,600
kenett,4,2,16,377,326,12001,703.0,600
fe,4,3,9,384,0,12327,384.0,600
goni,4,3,53,340,7,12320,347.0,600
chan,4,3,118,275,68,12259,343.0,600
rw,4,3,172,221,91,12236,312.0,600
kenett,4,3,20,373,394,11933,767.0,600
fe,4,4,11,382,0,12327,382.0,600
goni,4,4,81,312,24,12303,336.0,600
chan,4,4,116,277,81,12246,358.0,600
rw,4,4,207,186,124,12203,310.0,600
kenett,4,4,20,373,403,11924,776.0,600
fe,4,5,14,379,0,12327,379.0,600
goni,4,5,108,285,32,12295,317.0,600
chan,4,5,122,271,78,12249,349.0,600
rw,4,5,243,150,156,12171,306.0,600
kenett,4,5,21,372,420,11907,792.0,600
fe,4,6,17,376,0,12327,376.0,600
goni,4,6,132,261,41,12286,302.0,600
chan,4,6,119,274,79,12248,353.0,600
rw,4,6,264,129,193,12134,322.0,600
kenett,4,6,23,370,430,11897,800.0,600
fe,4,7,20,373,0,12327,373.0,600
goni,4,7,154,239,60,12267,299.0,600
chan,4,7,118,275,73,12254,348.0,600
rw,4,7,282,111,227,12100,338.0,600
kenett,4,7,22,371,440,11887,811.0,600
fe,4,8,22,371,0,12327,371.0,600
goni,4,8,176,217,69,12258,286.0,600
chan,4,8,118,275,68,12259,343.0,600
rw,4,8,294,99,255,12072,354.0,600
kenett,4,8,29,364,436,11891,800.0,600
fe,4,9,25,368,0,12327,368.0,600
goni,4,9,184,209,85,12242,294.0,600
chan,4,9,117,276,59,12268,335.0,600
rw,4,9,307,86,287,12040,373.0,600
kenett,4,9,37,356,434,11893,790.0,600
fe,4,10,28,365,0,12327,365.0,600
goni,4,10,201,192,107,12220,299.0,600
chan,4,10,121,272,52,12275,324.0,600
rw,4,10,318,75,321,12006,396.0,600
kenett,4,10,37,356,434,11893,790.0,600
fe,4,11,31,362,0,12327,362.0,600
goni,4,11,218,175,116,12211,291.0,600
chan,4,11,128,265,42,12285,307.0,600
rw,4,11,328,65,352,11975,417.0,600
kenett,4,11,25,368,446,11881,814.0,600
fe,4,12,34,359,0,12327,359.0,600
goni,4,12,251,142,123,12204,265.0,600
chan,4,12,135,258,34,12293,292.0,600
rw,4,12,335,58,373,11954,431.0,600
kenett,4,12,31,362,440,11887,802.0,600
fe,4,13,37,356,0,12327,356.0,600
goni,4,13,264,129,128,12199,257.0,600
chan,4,13,135,258,30,12297,288.0,600
rw,4,13,342,51,391,11936,442.0,600
kenett,4,13,40,353,431,11896,784.0,600
fe,4,14,40,353,0,12327,353.0,600
goni,4,14,272,121,134,12193,255.0,600
chan,4,14,132,261,32,12295,293.0,600
rw,4,14,350,43,415,11912,458.0,600
kenett,4,14,36,357,435,11892,792.0,600
fe,4,15,43,350,0,12327,350.0,600
goni,4,15,282,111,143,12184,254.0,600
chan,4,15,133,260,29,12298,289.0,600
rw,4,15,352,41,446,11881,487.0,600
kenett,4,15,39,354,432,11895,786.0,600
fe,4,16,46,347,0,12327,347.0,600
goni,4,16,289,104,155,12172,259.0,600
chan,4,16,134,259,27,12300,286.0,600
rw,4,16,355,38,472,11855,510.0,600
kenett,4,16,37,356,434,11893,790.0,600
fe,4,17,49,344,0,12327,344.0,600
goni,4,17,295,98,168,12159,266.0,600
chan,4,17,134,259,26,12301,285.0,600
rw,4,17,360,33,491,11836,524.0,600
kenett,4,17,50,343,421,11906,764.0,600
fe,4,18,51,342,0,12327,342.0,600
goni,4,18,302,91,176,12151,267.0,600
chan,4,18,139,254,24,12303,278.0,600
rw,4,18,362,31,519,11808,550.0,600
kenett,4,18,221,172,253,12074,425.0,600
fe,4,19,54,339,0,12327,339.0,600
goni,4,19,310,83,191,12136,274.0,600
chan,4,19,141,252,22,12305,274.0,600
rw,4,19,370,23,536,11791,559.0,600
kenett,4,19,233,160,241,12086,401.0,600
fe,4,20,57,336,0,12327,336.0,600
goni,4,20,316,77,201,12126,278.0,600
chan,4,20,140,253,22,12305,275.0,600
rw,4,20,373,20,561,11766,581.0,600
kenett,4,20,233,160,241,12086,401.0,600
fe,4,21,60,333,0,12327,333.0,600
goni,4,21,320,73,205,12122,278.0,600
chan,4,21,145,248,17,12310,265.0,600
rw,4,21,376,17,585,11742,602.0,600
kenett,4,21,242,151,232,12095,383.0,600
fe,4,22,62,331,0,12327,331.0,600
goni,4,22,326,67,218,12109,285.0,600
chan,4,22,144,249,19,12308,268.0,600
rw,4,22,380,13,604,11723,617.0,600
kenett,4,22,244,149,230,12097,379.0,600
fe,4,23,64,329,0,12327,329.0,600
goni,4,23,331,62,221,12106,283.0,600
chan,4,23,146,247,16,12311,263.0,600
rw,4,23,381,12,629,11698,641.0,600
kenett,4,23,258,135,216,12111,351.0,600
fe,4,24,67,326,0,12327,326.0,600
goni,4,24,340,53,232,12095,285.0,600
chan,4,24,145,248,16,12311,264.0,600
rw,4,24,382,11,655,11672,666.0,600
kenett,4,24,251,142,223,12104,365.0,600
fe,4,25,68,325,0,12327,325.0,600
goni,4,25,339,54,245,12082,299.0,600
chan,4,25,146,247,16,12311,263.0,600
rw,4,25,383,10,674,11653,684.0,600
kenett,4,25,260,133,214,12113,347.0,600
fe,4,26,71,322,0,12327,322.0,600
goni,4,26,346,47,249,12078,296.0,600
chan,4,26,148,245,13,12314,258.0,600
rw,4,26,385,8,700,11627,708.0,600
kenett,4,26,245,148,229,12098,377.0,600
fe,4,27,73,320,0,12327,320.0,600
goni,4,27,345,48,250,12077,298.0,600
chan,4,27,148,245,13,12314,258.0,600
rw,4,27,387,6,728,11599,734.0,600
kenett,4,27,250,143,224,12103,367.0,600
fe,4,28,74,319,0,12327,319.0,600
goni,4,28,348,45,258,12069,303.0,600
chan,4,28,148,245,13,12314,258.0,600
rw,4,28,387,6,745,11582,751.0,600
kenett,4,28,250,143,224,12103,367.0,600
fe,4,29,77,316,0,12327,316.0,600
goni,4,29,352,41,266,12061,307.0,600
chan,4,29,149,244,12,12315,256.0,600
rw,4,29,387,6,760,11567,766.0,600
kenett,4,29,251,142,223,12104,365.0,600
fe,4,30,80,313,0,12327,313.0,600
goni,4,30,353,40,269,12058,309.0,600
chan,4,30,149,244,12,12315,256.0,600
rw,4,30,387,6,779,11548,785.0,600
kenett,4,30,256,137,218,12109,355.0,600
fe,4,31,83,310,0,12327,310.0,600
goni,4,31,354,39,280,12047,319.0,600
chan,4,31,150,243,11,12316,254.0,600
rw,4,31,389,4,803,11524,807.0,600
kenett,4,31,261,132,213,12114,345.0,600
fe,4,32,86,307,0,12327,307.0,600
goni,4,32,357,36,285,12042,321.0,600
chan,4,32,148,245,12,12315,257.0,600
rw,4,32,389,4,831,11496,835.0,600
kenett,4,32,271,122,203,12124,325.0,600
fe,4,33,88,305,0,12327,305.0,600
goni,4,33,358,35,294,12033,329.0,600
chan,4,33,147,246,13,12314,259.0,600
rw,4,33,390,3,843,11484,846.0,600
kenett,4,33,264,129,210,12117,339.0,600
fe,4,34,91,302,0,12327,302.0,600
goni,4,34,360,33,305,12022,338.0,600
chan,4,34,149,244,11,12316,255.0,600
rw,4,34,390,3,865,11462,868.0,600
kenett,4,34,266,127,208,12119,335.0,600
fe,4,35,94,299,0,12327,299.0,600
goni,4,35,361,32,307,12020,339.0,600
chan,4,35,149,244,11,12316,255.0,600
rw,4,35,390,3,888,11439,891.0,600
kenett,4,35,273,120,201,12126,321.0,600
fe,4,36,96,297,0,12327,297.0,600
goni,4,36,365,28,307,12020,335.0,600
chan,4,36,148,245,12,12315,257.0,600
rw,4,36,390,3,904,11423,907.0,600
kenett,4,36,271,122,203,12124,325.0,600
fe,4,37,99,294,0,12327,294.0,600
goni,4,37,366,27,311,12016,338.0,600
chan,4,37,149,244,11,12316,255.0,600
rw,4,37,390,3,923,11404,926.0,600
kenett,4,37,265,128,209,12118,337.0,600
fe,4,38,101,292,0,12327,292.0,600
goni,4,38,368,25,313,12014,338.0,600
chan,4,38,150,243,10,12317,253.0,600
rw,4,38,390,3,934,11393,937.0,600
kenett,4,38,266,127,208,12119,335.0,600
fe,4,39,104,289,0,12327,289.0,600
goni,4,39,370,23,320,12007,343.0,600
chan,4,39,151,242,9,12318,251.0,600
rw,4,39,390,3,949,11378,952.0,600
kenett,4,39,270,123,204,12123,327.0,600
fe,4,40,106,287,0,12327,287.0,600
goni,4,40,371,22,330,11997,352.0,600
chan,4,40,150,243,10,12317,253.0,600
rw,4,40,391,2,970,11357,972.0,600
kenett,4,40,268,125,206,12121,331.0,600
fe,4,41,108,285,0,12327,285.0,600
goni,4,41,373,20,340,11987,360.0,600
chan,4,41,152,241,8,12319,249.0,600
rw,4,41,391,2,989,11338,991.0,600
kenett,4,41,262,131,212,12115,343.0,600
fe,4,42,111,282,0,12327,282.0,600
goni,4,42,376,17,344,11983,361.0,600
chan,4,42,151,242,9,12318,251.0,600
rw,4,42,392,1,1005,11322,1006.0,600
kenett,4,42,269,124,205,12122,329.0,600
fe,4,43,112,281,0,12327,281.0,600
goni,4,43,377,16,356,11971,372.0,600
chan,4,43,152,241,8,12319,249.0,600
rw,4,43,392,1,1023,11304,1024.0,600
kenett,4,43,269,124,205,12122,329.0,600
fe,4,44,114,279,0,12327,279.0,600
goni,4,44,379,14,369,11958,383.0,600
chan,4,44,151,242,9,12318,251.0,600
rw,4,44,392,1,1042,11285,1043.0,600
kenett,4,44,274,119,200,12127,319.0,600
fe,4,45,115,278,0,12327,278.0,600
goni,4,45,379,14,375,11952,389.0,600
chan,4,45,151,242,8,12319,250.0,600
rw,4,45,392,1,1053,11274,1054.0,600
kenett,4,45,266,127,208,12119,335.0,600
fe,4,46,117,276,0,12327,276.0,600
goni,4,46,380,13,378,11949,391.0,600
chan,4,46,152,241,7,12320,248.0,600
rw,4,46,392,1,1072,11255,1073.0,600
kenett,4,46,274,119,200,12127,319.0,600
fe,4,47,119,274,0,12327,274.0,600
goni,4,47,380,13,377,11950,390.0,600
chan,4,47,152,241,7,12320,248.0,600
rw,4,47,392,1,1088,11239,1089.0,600
kenett,4,47,273,120,201,12126,321.0,600
fe,4,48,121,272,0,12327,272.0,600
goni,4,48,381,12,388,11939,400.0,600
chan,4,48,151,242,8,12319,250.0,600
rw,4,48,392,1,1103,11224,1104.0,600
kenett,4,48,276,117,198,12129,315.0,600
fe,4,49,123,270,0,12327,270.0,600
goni,4,49,382,11,395,11932,406.0,600
chan,4,49,151,242,8,12319,250.0,600
rw,4,49,393,0,1122,11205,1122.0,600
kenett,4,49,267,126,207,12120,333.0,600
fe,4,50,125,268,0,12327,268.0,600
goni,4,50,382,11,400,11927,411.0,600
chan,4,50,153,240,6,12321,246.0,600
rw,4,50,393,0,1137,11190,1137.0,600
kenett,4,50,262,131,212,12115,343.0,600
fe,5,1,3,390,0,12327,390.0,750
goni,5,1,9,384,1,12326,385.0,750
chan,5,1,54,339,25,12302,364.0,750
