method,simnum,listnum,hit,miss,fa,cr,cost,startseed
kenett,5,1,18,375,207,12120,582.0,750
fe,5,1,3,390,0,12327,390.0,750
rw,5,2,118,275,59,12268,334.0,750
goni,5,2,33,360,12,12315,372.0,750
chan,5,2,90,303,45,12282,348.0,750
kenett,5,2,20,373,310,12017,683.0,750
fe,5,2,6,387,0,12327,387.0,750
rw,5,3,167,226,84,12243,310.0,750
goni,5,3,65,328,16,12311,344.0,750
chan,5,3,114,279,59,12268,338.0,750
kenett,5,3,19,374,386,11941,760.0,750
fe,5,3,9,384,0,12327,384.0,750
rw,5,4,206,187,112,12215,299.0,750
goni,5,4,91,302,27,12300,329.0,750
chan,5,4,123,270,69,12258,339.0,750
kenett,5,4,18,375,417,11910,792.0,750
fe,5,4,12,381,0,12327,381.0,750
rw,5,5,231,162,149,12178,311.0,750
goni,5,5,124,269,35,12292,304.0,750
chan,5,5,122,271,82,12245,353.0,750
kenett,5,5,23,370,433,11894,803.0,750
fe,5,5,15,378,0,12327,378.0,750
rw,5,6,254,139,174,12153,313.0,750
goni,5,6,145,248,49,12278,297.0,750
chan,5,6,127,266,75,12252,341.0,750
kenett,5,6,31,362,428,11899,790.0,750
fe,5,6,17,376,0,12327,376.0,750
rw,5,7,268,125,210,12117,335.0,750
goni,5,7,174,219,58,12269,277.0,750
chan,5,7,123,270,70,12257,340.0,750
kenett,5,7,28,365,437,11890,802.0,750
fe,5,7,19,374,0,12327,374.0,750
rw,5,8,285,108,238,12089,346.0,750
goni,5,8,197,196,63,12264,259.0,750
chan,5,8,121,272,66,12261,338.0,750
kenett,5,8,28,365,437,11890,802.0,750
fe,5,8,22,371,0,12327,371.0,750
rw,5,9,313,80,268,12059,348.0,750
goni,5,9,210,183,77,12250,260.0,750
chan,5,9,123,270,62,12265,332.0,750
kenett,5,9,30,363,435,11892,798.0,750
fe,5,9,25,368,0,12327,368.0,750
rw,5,10,326,67,291,12036,358.0,750
goni,5,10,228,165,91,12236,256.0,750
chan,5,10,127,266,48,12279,314.0,750
kenett,5,10,29,364,436,11891,800.0,750
fe,5,10,28,365,0,12327,365.0,750
rw,5,11,333,60,313,12014,373.0,750
goni,5,11,242,151,105,12222,256.0,750
chan,5,11,130,263,41,12286,304.0,750
kenett,5,11,24,369,441,11886,810.0,750
fe,5,11,31,362,0,12327,362.0,750
rw,5,12,340,53,337,11990,390.0,750
goni,5,12,264,129,121,12206,250.0,750
chan,5,12,129,264,43,12284,307.0,750
kenett,5,12,31,362,434,11893,796.0,750
fe,5,12,34,359,0,12327,359.0,750
rw,5,13,345,48,363,11964,411.0,750
goni,5,13,274,119,126,12201,245.0,750
chan,5,13,132,261,41,12286,302.0,750
kenett,5,13,46,347,425,11902,772.0,750
fe,5,13,36,357,0,12327,357.0,750
rw,5,14,351,42,395,11932,437.0,750
goni,5,14,284,109,140,12187,249.0,750
chan,5,14,131,262,37,12290,299.0,750
kenett,5,14,48,345,423,11904,768.0,750
fe,5,14,39,354,0,12327,354.0,750
rw,5,15,356,37,417,11910,454.0,750
goni,5,15,292,101,150,12177,251.0,750
chan,5,15,134,259,33,12294,292.0,750
kenett,5,15,42,351,429,11898,780.0,750
fe,5,15,41,352,0,12327,352.0,750
rw,5,16,366,27,434,11893,461.0,750
goni,5,16,303,90,166,12161,256.0,750
chan,5,16,137,256,27,12300,283.0,750
kenett,5,16,43,350,428,11899,778.0,750
fe,5,16,44,349,0,12327,349.0,750
rw,5,17,372,21,459,11868,480.0,750
goni,5,17,313,80,190,12137,270.0,750
chan,5,17,136,257,26,12301,283.0,750
kenett,5,17,46,347,425,11902,772.0,750
fe,5,17,47,346,0,12327,346.0,750
rw,5,18,372,21,489,11838,510.0,750
goni,5,18,311,82,197,12130,279.0,750
chan,5,18,136,257,26,12301,283.0,750
kenett,5,18,45,348,426,11901,774.0,750
fe,5,18,49,344,0,12327,344.0,750
rw,5,19,374,19,502,11825,521.0,750
goni,5,19,315,78,213,12114,291.0,750
chan,5,19,140,253,23,12304,276.0,750
kenett,5,19,43,350,428,11899,778.0,750
fe,5,19,50,343,0,12327,343.0,750
rw,5,20,377,16,525,11802,541.0,750
goni,5,20,319,74,219,12108,293.0,750
chan,5,20,140,253,23,12304,276.0,750
kenett,5,20,37,356,434,11893,790.0,750
fe,5,20,53,340,0,12327,340.0,750
rw,5,21,379,14,550,11777,564.0,750
goni,5,21,327,66,221,12106,287.0,750
chan,5,21,139,254,27,12300,281.0,750
kenett,5,21,242,151,232,12095,383.0,750
fe,5,21,56,337,0,12327,337.0,750
rw,5,22,384,9,583,11744,592.0,750
goni,5,22,334,59,225,12102,284.0,750
chan,5,22,140,253,25,12302,278.0,750
kenett,5,22,239,154,235,12092,389.0,750
fe,5,22,59,334,0,12327,334.0,750
rw,5,23,384,9,608,11719,617.0,750
goni,5,23,336,57,241,12086,298.0,750
chan,5,23,141,252,23,12304,275.0,750
kenett,5,23,232,161,242,12085,403.0,750
fe,5,23,61,332,0,12327,332.0,750
rw,5,24,384,9,627,11700,636.0,750
goni,5,24,341,52,246,12081,298.0,750
chan,5,24,143,250,21,12306,271.0,750
kenett,5,24,231,162,243,12084,405.0,750
fe,5,24,64,329,0,12327,329.0,750
rw,5,25,386,7,653,11674,660.0,750
goni,5,25,345,48,253,12074,301.0,750
chan,5,25,144,249,20,12307,269.0,750
kenett,5,25,235,158,239,12088,397.0,750
fe,5,25,65,328,0,12327,328.0,750
rw,5,26,387,6,665,11662,671.0,750
goni,5,26,347,46,264,12063,310.0,750
chan,5,26,144,249,19,12308,268.0,750
kenett,5,26,245,148,229,12098,377.0,750
fe,5,26,68,325,0,12327,325.0,750
rw,5,27,388,5,687,11640,692.0,750
goni,5,27,347,46,271,12056,317.0,750
chan,5,27,145,248,17,12310,265.0,750
kenett,5,27,240,153,234,12093,387.0,750
fe,5,27,71,322,0,12327,322.0,750
rw,5,28,388,5,704,11623,709.0,750
goni,5,28,354,39,279,12048,318.0,750
chan,5,28,147,246,16,12311,262.0,750
kenett,5,28,245,148,229,12098,377.0,750
fe,5,28,73,320,0,12327,320.0,750
rw,5,29,388,5,716,11611,721.0,750
goni,5,29,357,36,288,12039,324.0,750
chan,5,29,147,246,13,12314,259.0,750
kenett,5,29,241,152,233,12094,385.0,750
fe,5,29,76,317,0,12327,317.0,750
rw,5,30,389,4,731,11596,735.0,750
goni,5,30,360,33,297,12030,330.0,750
chan,5,30,148,245,12,12315,257.0,750
kenett,5,30,244,149,230,12097,379.0,750
fe,5,30,79,314,0,12327,314.0,750
rw,5,31,390,3,757,11570,760.0,750
goni,5,31,359,34,307,12020,341.0,750
chan,5,31,148,245,11,12316,256.0,750
kenett,5,31,243,150,231,12096,381.0,750
fe,5,31,82,311,0,12327,311.0,750
rw,5,32,391,2,780,11547,782.0,750
goni,5,32,362,31,312,12015,343.0,750
chan,5,32,149,244,11,12316,255.0,750
kenett,5,32,254,139,220,12107,359.0,750
fe,5,32,85,308,0,12327,308.0,750
rw,5,33,391,2,800,11527,802.0,750
goni,5,33,363,30,325,12002,355.0,750
chan,5,33,149,244,11,12316,255.0,750
kenett,5,33,258,135,216,12111,351.0,750
fe,5,33,88,305,0,12327,305.0,750
rw,5,34,392,1,815,11512,816.0,750
goni,5,34,362,31,331,11996,362.0,750
chan,5,34,147,246,12,12315,258.0,750
kenett,5,34,259,134,215,12112,349.0,750
fe,5,34,91,302,0,12327,302.0,750
rw,5,35,392,1,839,11488,840.0,750
goni,5,35,364,29,340,11987,369.0,750
chan,5,35,147,246,12,12315,258.0,750
kenett,5,35,258,135,216,12111,351.0,750
fe,5,35,92,301,0,12327,301.0,750
rw,5,36,392,1,863,11464,864.0,750
goni,5,36,365,28,341,11986,369.0,750
chan,5,36,147,246,12,12315,258.0,750
kenett,5,36,262,131,212,12115,343.0,750
fe,5,36,95,298,0,12327,298.0,750
rw,5,37,392,1,877,11450,878.0,750
goni,5,37,364,29,345,11982,374.0,750
chan,5,37,149,244,10,12317,254.0,750
kenett,5,37,264,129,210,12117,339.0,750
fe,5,37,96,297,0,12327,297.0,750
rw,5,38,392,1,896,11431,897.0,750
goni,5,38,367,26,353,11974,379.0,750
chan,5,38,149,244,10,12317,254.0,750
kenett,5,38,260,133,214,12113,347.0,750
fe,5,38,96,297,0,12327,297.0,750
rw,5,39,392,1,913,11414,914.0,750
goni,5,39,365,28,360,11967,388.0,750
chan,5,39,150,243,9,12318,252.0,750
kenett,5,39,265,128,209,12118,337.0,750
fe,5,39,96,297,0,12327,297.0,750
rw,5,40,392,1,931,11396,932.0,750
goni,5,40,370,23,360,11967,383.0,750
chan,5,40,150,243,9,12318,252.0,750
kenett,5,40,259,134,215,12112,349.0,750
fe,5,40,98,295,0,12327,295.0,750
rw,5,41,393,0,948,11379,948.0,750
goni,5,41,369,24,371,11956,395.0,750
chan,5,41,152,241,7,12320,248.0,750
kenett,5,41,269,124,205,12122,329.0,750
fe,5,41,100,293,0,12327,293.0,750
rw,5,42,393,0,965,11362,965.0,750
goni,5,42,371,22,378,11949,400.0,750
chan,5,42,152,241,8,12319,249.0,750
kenett,5,42,271,122,203,12124,325.0,750
fe,5,42,102,291,0,12327,291.0,750
rw,5,43,393,0,983,11344,983.0,750
goni,5,43,375,18,388,11939,406.0,750
chan,5,43,151,242,9,12318,251.0,750
kenett,5,43,266,127,208,12119,335.0,750
fe,5,43,104,289,0,12327,289.0,750
rw,5,44,393,0,999,11328,999.0,750
goni,5,44,375,18,397,11930,415.0,750
chan,5,44,151,242,9,12318,251.0,750
kenett,5,44,267,126,207,12120,333.0,750
fe,5,44,106,287,0,12327,287.0,750
rw,5,45,393,0,1019,11308,1019.0,750
goni,5,45,376,17,401,11926,418.0,750
chan,5,45,151,242,9,12318,251.0,750
kenett,5,45,267,126,207,12120,333.0,750
fe,5,45,107,286,0,12327,286.0,750
rw,5,46,393,0,1041,11286,1041.0,750
goni,5,46,375,18,400,11927,418.0,750
chan,5,46,151,242,9,12318,251.0,750
kenett,5,46,268,125,206,12121,331.0,750
fe,5,46,110,283,0,12327,283.0,750
rw,5,47,393,0,1054,11273,1054.0,750
goni,5,47,378,15,398,11929,413.0,750
chan,5,47,151,242,9,12318,251.0,750
kenett,5,47,271,122,203,12124,325.0,750
fe,5,47,113,280,0,12327,280.0,750
rw,5,48,393,0,1070,11257,1070.0,750
goni,5,48,378,15,403,11924,418.0,750
chan,5,48,152,241,8,12319,249.0,750
kenett,5,48,270,123,204,12123,327.0,750
fe,5,48,116,277,0,12327,277.0,750
rw,5,49,393,0,1088,11239,1088.0,750
goni,5,49,378,15,400,11927,415.0,750
chan,5,49,154,239,7,12320,246.0,750
kenett,5,49,271,122,203,12124,325.0,750
fe,5,49,118,275,0,12327,275.0,750
rw,5,50,393,0,1104,11223,1104.0,750
goni,5,50,379,14,406,11921,420.0,750
chan,5,50,153,240,7,12320,247.0,750
kenett,5,50,264,129,210,12117,339.0,750
fe,5,50,120,273,0,12327,273.0,750
rw,6,1,65,328,33,12294,361.0,900
goni,6,1,7,386,0,12327,386.0,900
chan,6,1,59,334,28,12299,362.0,900
kenett,6,1,16,377,194,12133,571.0,900
fe,6,1,3,390,0,12327,390.0,900
rw,6,2,112,281,67,12260,348.0,900
goni,6,2,35,358,7,12320,365.0,900
chan,6,2,93,300,50,12277,350.0,900
kenett,6,2,18,375,330,11997,705.0,900
fe,6,2,6,387,0,12327,387.0,900
rw,6,3,163,230,88,12239,318.0,900
goni,6,3,65,328,19,12308,347.0,900
chan,6,3,105,288,58,12269,346.0,900
kenett,6,3,23,370,349,11978,719.0,900
fe,6,3,9,384,0,12327,384.0,900
rw,6,4,196,197,122,12205,319.0,900
goni,6,4,90,303,28,12299,331.0,900
chan,6,4,110,283,59,12268,342.0,900
kenett,6,4,25,368,371,11956,739.0,900
fe,6,4,12,381,0,12327,381.0,900
rw,6,5,225,168,156,12171,324.0,900
goni,6,5,122,271,30,12297,301.0,900
chan,6,5,113,280,62,12265,342.0,900
kenett,6,5,14,379,409,11918,788.0,900
fe,6,5,15,378,0,12327,378.0,900
rw,6,6,257,136,184,12143,320.0,900
goni,6,6,134,259,37,12290,296.0,900
chan,6,6,127,266,60,12267,326.0,900
kenett,6,6,23,370,418,11909,788.0,900
fe,6,6,18,375,0,12327,375.0,900
rw,6,7,278,115,213,12114,328.0,900
goni,6,7,162,231,45,12282,276.0,900
chan,6,7,128,265,54,12273,319.0,900
kenett,6,7,20,373,436,11891,809.0,900
fe,6,7,21,372,0,12327,372.0,900
rw,6,8,302,91,245,12082,336.0,900
goni,6,8,182,211,59,12268,270.0,900
chan,6,8,124,269,62,12265,331.0,900
kenett,6,8,25,368,440,11887,808.0,900
fe,6,8,24,369,0,12327,369.0,900
rw,6,9,320,73,269,12058,342.0,900
goni,6,9,214,179,74,12253,253.0,900
chan,6,9,130,263,56,12271,319.0,900
kenett,6,9,29,364,439,11888,803.0,900
fe,6,9,27,366,0,12327,366.0,900
rw,6,10,337,56,294,12033,350.0,900
goni,6,10,228,165,86,12241,251.0,900
chan,6,10,132,261,58,12269,319.0,900
kenett,6,10,54,339,417,11910,756.0,900
fe,6,10,30,363,0,12327,363.0,900
rw,6,11,347,46,320,12007,366.0,900
goni,6,11,241,152,100,12227,252.0,900
chan,6,11,129,264,54,12273,318.0,900
kenett,6,11,193,200,281,12046,481.0,900
fe,6,11,32,361,0,12327,361.0,900
rw,6,12,355,38,349,11978,387.0,900
goni,6,12,253,140,108,12219,248.0,900
chan,6,12,131,262,46,12281,308.0,900
kenett,6,12,197,196,277,12050,473.0,900
fe,6,12,35,358,0,12327,358.0,900
rw,6,13,365,28,377,11950,405.0,900
goni,6,13,272,121,120,12207,241.0,900
chan,6,13,133,260,43,12284,303.0,900
kenett,6,13,204,189,270,12057,459.0,900
fe,6,13,38,355,0,12327,355.0,900
rw,6,14,368,25,400,11927,425.0,900
goni,6,14,283,110,143,12184,253.0,900
chan,6,14,133,260,41,12286,301.0,900
kenett,6,14,208,185,266,12061,451.0,900
fe,6,14,41,352,0,12327,352.0,900
rw,6,15,372,21,421,11906,442.0,900
goni,6,15,288,105,155,12172,260.0,900
chan,6,15,133,260,40,12287,300.0,900
kenett,6,15,203,190,271,12056,461.0,900
fe,6,15,44,349,0,12327,349.0,900
rw,6,16,375,18,445,11882,463.0,900
goni,6,16,299,94,171,12156,265.0,900
chan,6,16,132,261,41,12286,302.0,900
kenett,6,16,215,178,259,12068,437.0,900
fe,6,16,47,346,0,12327,346.0,900
rw,6,17,377,16,469,11858,485.0,900
goni,6,17,303,90,181,12146,271.0,900
chan,6,17,132,261,39,12288,300.0,900
kenett,6,17,214,179,260,12067,439.0,900
fe,6,17,49,344,0,12327,344.0,900
rw,6,18,379,14,485,11842,499.0,900
goni,6,18,312,81,176,12151,257.0,900
chan,6,18,133,260,38,12289,298.0,900
kenett,6,18,226,167,248,12079,415.0,900
fe,6,18,52,341,0,12327,341.0,900
rw,6,19,382,11,509,11818,520.0,900
goni,6,19,313,80,181,12146,261.0,900
chan,6,19,137,256,34,12293,290.0,900
kenett,6,19,221,172,253,12074,425.0,900
fe,6,19,55,338,0,12327,338.0,900
rw,6,20,383,10,524,11803,534.0,900
goni,6,20,321,72,185,12142,257.0,900
chan,6,20,139,254,25,12302,279.0,900
kenett,6,20,226,167,248,12079,415.0,900
fe,6,20,56,337,0,12327,337.0,900
rw,6,21,383,10,548,11779,558.0,900
goni,6,21,328,65,202,12125,267.0,900
chan,6,21,139,254,25,12302,279.0,900
kenett,6,21,239,154,235,12092,389.0,900
fe,6,21,59,334,0,12327,334.0,900
rw,6,22,385,8,562,11765,570.0,900
goni,6,22,333,60,214,12113,274.0,900
chan,6,22,138,255,26,12301,281.0,900
kenett,6,22,238,155,236,12091,391.0,900
fe,6,22,62,331,0,12327,331.0,900
rw,6,23,385,8,577,11750,585.0,900
goni,6,23,341,52,230,12097,282.0,900
chan,6,23,140,253,21,12306,274.0,900
kenett,6,23,241,152,233,12094,385.0,900
fe,6,23,65,328,0,12327,328.0,900
rw,6,24,386,7,609,11718,616.0,900
goni,6,24,347,46,239,12088,285.0,900
chan,6,24,140,253,21,12306,274.0,900
kenett,6,24,244,149,230,12097,379.0,900
fe,6,24,68,325,0,12327,325.0,900
rw,6,25,386,7,625,11702,632.0,900
goni,6,25,348,45,244,12083,289.0,900
chan,6,25,141,252,20,12307,272.0,900
kenett,6,25,248,145,226,12101,371.0,900
fe,6,25,70,323,0,12327,323.0,900
rw,6,26,387,6,654,11673,660.0,900
goni,6,26,349,44,255,12072,299.0,900
chan,6,26,139,254,22,12305,276.0,900
kenett,6,26,242,151,232,12095,383.0,900
fe,6,26,72,321,0,12327,321.0,900
rw,6,27,388,5,667,11660,672.0,900
goni,6,27,350,43,254,12073,297.0,900
chan,6,27,141,252,21,12306,273.0,900
kenett,6,27,248,145,226,12101,371.0,900
fe,6,27,74,319,0,12327,319.0,900
rw,6,28,388,5,689,11638,694.0,900
goni,6,28,351,42,276,12051,318.0,900
chan,6,28,139,254,22,12305,276.0,900
kenett,6,28,256,137,218,12109,355.0,900
fe,6,28,76,317,0,12327,317.0,900
rw,6,29,388,5,707,11620,712.0,900
goni,6,29,353,40,283,12044,323.0,900
chan,6,29,141,252,22,12305,274.0,900
kenett,6,29,247,146,227,12100,373.0,900
fe,6,29,79,314,0,12327,314.0,900
rw,6,30,389,4,729,11598,733.0,900
goni,6,30,354,39,288,12039,327.0,900
chan,6,30,143,250,17,12310,267.0,900
kenett,6,30,246,147,228,12099,375.0,900
fe,6,30,81,312,0,12327,312.0,900
rw,6,31,389,4,753,11574,757.0,900
goni,6,31,358,35,290,12037,325.0,900
chan,6,31,144,249,16,12311,265.0,900
kenett,6,31,245,148,229,12098,377.0,900
fe,6,31,82,311,0,12327,311.0,900
rw,6,32,389,4,776,11551,780.0,900
goni,6,32,364,29,298,12029,327.0,900
chan,6,32,144,249,18,12309,267.0,900
kenett,6,32,244,149,230,12097,379.0,900
fe,6,32,82,311,0,12327,311.0,900
rw,6,33,389,4,800,11527,804.0,900
goni,6,33,361,32,306,12021,338.0,900
chan,6,33,144,249,17,12310,266.0,900
kenett,6,33,248,145,226,12101,371.0,900
fe,6,33,84,309,0,12327,309.0,900
rw,6,34,390,3,818,11509,821.0,900
goni,6,34,360,33,314,12013,347.0,900
chan,6,34,144,249,18,12309,267.0,900
kenett,6,34,246,147,228,12099,375.0,900
fe,6,34,86,307,0,12327,307.0,900
rw,6,35,390,3,841,11486,844.0,900
goni,6,35,364,29,321,12006,350.0,900
chan,6,35,142,251,21,12306,272.0,900
kenett,6,35,249,144,225,12102,369.0,900
fe,6,35,87,306,0,12327,306.0,900
rw,6,36,390,3,862,11465,865.0,900
goni,6,36,364,29,329,11998,358.0,900
chan,6,36,144,249,17,12310,266.0,900
kenett,6,36,245,148,229,12098,377.0,900
fe,6,36,88,305,0,12327,305.0,900
rw,6,37,390,3,881,11446,884.0,900
goni,6,37,365,28,327,12000,355.0,900
chan,6,37,145,248,16,12311,264.0,900
kenett,6,37,245,148,229,12098,377.0,900
fe,6,37,90,303,0,12327,303.0,900
rw,6,38,391,2,896,11431,898.0,900
goni,6,38,370,23,337,11990,360.0,900
chan,6,38,146,247,14,12313,261.0,900
kenett,6,38,253,140,221,12106,361.0,900
fe,6,38,92,301,0,12327,301.0,900
rw,6,39,391,2,914,11413,916.0,900
goni,6,39,371,22,342,11985,364.0,900
chan,6,39,146,247,14,12313,261.0,900
kenett,6,39,256,137,218,12109,355.0,900
fe,6,39,94,299,0,12327,299.0,900
rw,6,40,391,2,937,11390,939.0,900
goni,6,40,370,23,348,11979,371.0,900
chan,6,40,146,247,14,12313,261.0,900
kenett,6,40,251,142,223,12104,365.0,900
fe,6,40,97,296,0,12327,296.0,900
rw,6,41,391,2,954,11373,956.0,900
goni,6,41,373,20,352,11975,372.0,900
chan,6,41,147,246,14,12313,260.0,900
kenett,6,41,261,132,213,12114,345.0,900
fe,6,41,99,294,0,12327,294.0,900
rw,6,42,391,2,974,11353,976.0,900
goni,6,42,376,17,361,11966,378.0,900
chan,6,42,148,245,13,12314,258.0,900
kenett,6,42,268,125,206,12121,331.0,900
fe,6,42,102,291,0,12327,291.0,900
rw,6,43,391,2,988,11339,990.0,900
goni,6,43,374,19,369,11958,388.0,900
chan,6,43,147,246,13,12314,259.0,900
kenett,6,43,268,125,206,12121,331.0,900
fe,6,43,105,288,0,12327,288.0,900
rw,6,44,391,2,1006,11321,1008.0,900
goni,6,44,374,19,380,11947,399.0,900
chan,6,44,147,246,13,12314,259.0,900
kenett,6,44,270,123,204,12123,327.0,900
fe,6,44,107,286,0,12327,286.0,900
rw,6,45,391,2,1022,11305,1024.0,900
goni,6,45,374,19,377,11950,396.0,900
chan,6,45,148,245,12,12315,257.0,900
kenett,6,45,275,118,199,12128,317.0,900
fe,6,45,109,284,0,12327,284.0,900
rw,6,46,391,2,1040,11287,1042.0,900
goni,6,46,374,19,385,11942,404.0,900
chan,6,46,151,242,10,12317,252.0,900
kenett,6,46,271,122,203,12124,325.0,900
fe,6,46,110,283,0,12327,283.0,900
rw,6,47,391,2,1063,11264,1065.0,900
goni,6,47,374,19,393,11934,412.0,900
chan,6,47,150,243,10,12317,253.0,900
kenett,6,47,275,118,199,12128,317.0,900
fe,6,47,113,280,0,12327,280.0,900
rw,6,48,392,1,1083,11244,1084.0,900
goni,6,48,375,18,395,11932,413.0,900
chan,6,48,150,243,10,12317,253.0,900
kenett,6,48,272,121,202,12125,323.0,900
fe,6,48,115,278,0,12327,278.0,900
rw,6,49,392,1,1097,11230,1098.0,900
goni,6,49,374,19,396,11931,415.0,900
chan,6,49,148,245,11,12316,256.0,900
kenett,6,49,278,115,196,12131,311.0,900
fe,6,49,117,276,0,12327,276.0,900
rw,6,50,392,1,1115,11212,1116.0,900
goni,6,50,376,17,402,11925,419.0,900
chan,6,50,149,244,10,12317,254.0,900
kenett,6,50,276,117,198,12129,315.0,900
fe,6,50,120,273,0,12327,273.0,900
rw,7,1,71,322,28,12299,350.0,1050
goni,7,1,5,388,1,12326,389.0,1050
chan,7,1,59,334,28,12299,362.0,1050
kenett,7,1,15,378,198,12129,576.0,1050
fe,7,1,3,390,0,12327,390.0,1050
rw,7,2,127,266,58,12269,324.0,1050
goni,7,2,30,363,5,12322,368.0,1050
chan,7,2,92,301,51,12276,352.0,1050
kenett,7,2,14,379,328,11999,707.0,1050
fe,7,2,6,387,0,12327,387.0,1050
rw,7,3,173,220,86,12241,306.0,1050
goni,7,3,59,334,16,12311,350.0,1050
chan,7,3,109,284,67,12260,351.0,1050
kenett,7,3,21,372,384,11943,756.0,1050
fe,7,3,9,384,0,12327,384.0,1050
rw,7,4,210,183,112,12215,295.0,1050
goni,7,4,88,305,26,12301,331.0,1050
chan,7,4,120,273,75,12252,348.0,1050
kenett,7,4,19,374,413,11914,787.0,1050
fe,7,4,12,381,0,12327,381.0,1050
rw,7,5,238,155,144,12183,299.0,1050
goni,7,5,125,268,36,12291,304.0,1050
chan,7,5,119,274,73,12254,347.0,1050
kenett,7,5,20,373,430,11897,803.0,1050
fe,7,5,15,378,0,12327,378.0,1050
rw,7,6,256,137,168,12159,305.0,1050
goni,7,6,150,243,49,12278,292.0,1050
chan,7,6,117,276,72,12255,348.0,1050
kenett,7,6,20,373,433,11894,806.0,1050
fe,7,6,18,375,0,12327,375.0,1050
rw,7,7,272,121,197,12130,318.0,1050
goni,7,7,159,234,63,12264,297.0,1050
chan,7,7,122,271,71,12256,342.0,1050
kenett,7,7,18,375,444,11883,819.0,1050
fe,7,7,21,372,0,12327,372.0,1050
rw,7,8,292,101,230,12097,331.0,1050
goni,7,8,188,205,73,12254,278.0,1050
chan,7,8,131,262,59,12268,321.0,1050
kenett,7,8,39,354,432,11895,786.0,1050
fe,7,8,24,369,0,12327,369.0,1050
rw,7,9,307,86,257,12070,343.0,1050
goni,7,9,202,191,77,12250,268.0,1050
chan,7,9,131,262,61,12266,323.0,1050
kenett,7,9,32,361,439,11888,800.0,1050
fe,7,9,25,368,0,12327,368.0,1050
rw,7,10,322,71,282,12045,353.0,1050
goni,7,10,215,178,95,12232,273.0,1050
chan,7,10,134,259,52,12275,311.0,1050
kenett,7,10,34,359,437,11890,796.0,1050
fe,7,10,28,365,0,12327,365.0,1050
rw,7,11,338,55,313,12014,368.0,1050
goni,7,11,244,149,103,12224,252.0,1050
chan,7,11,136,257,42,12285,299.0,1050
kenett,7,11,25,368,446,11881,814.0,1050
fe,7,11,31,362,0,12327,362.0,1050
rw,7,12,349,44,336,11991,380.0,1050
goni,7,12,257,136,116,12211,252.0,1050
chan,7,12,138,255,34,12293,289.0,1050
kenett,7,12,31,362,440,11887,802.0,1050
fe,7,12,33,360,0,12327,360.0,1050
rw,7,13,354,39,365,11962,404.0,1050
goni,7,13,264,129,121,12206,250.0,1050
chan,7,13,136,257,35,12292,292.0,1050
kenett,7,13,28,365,443,11884,808.0,1050
fe,7,13,35,358,0,12327,358.0,1050
rw,7,14,359,34,384,11943,418.0,1050
goni,7,14,288,105,148,12179,253.0,1050
chan,7,14,142,251,25,12302,276.0,1050
kenett,7,14,31,362,440,11887,802.0,1050
fe,7,14,38,355,0,12327,355.0,1050
rw,7,15,363,30,412,11915,442.0,1050
goni,7,15,304,89,155,12172,244.0,1050
chan,7,15,143,250,22,12305,272.0,1050
kenett,7,15,32,361,439,11888,800.0,1050
fe,7,15,41,352,0,12327,352.0,1050
rw,7,16,369,24,434,11893,458.0,1050
goni,7,16,312,81,169,12158,250.0,1050
chan,7,16,144,249,21,12306,270.0,1050
kenett,7,16,37,356,434,11893,790.0,1050
fe,7,16,43,350,0,12327,350.0,1050
rw,7,17,372,21,460,11867,481.0,1050
goni,7,17,321,72,179,12148,251.0,1050
chan,7,17,144,249,18,12309,267.0,1050
kenett,7,17,42,351,429,11898,780.0,1050
fe,7,17,46,347,0,12327,347.0,1050
rw,7,18,375,18,482,11845,500.0,1050
goni,7,18,324,69,188,12139,257.0,1050
chan,7,18,144,249,16,12311,265.0,1050
kenett,7,18,59,334,412,11915,746.0,1050
fe,7,18,48,345,0,12327,345.0,1050
rw,7,19,378,15,501,11826,516.0,1050
goni,7,19,331,62,196,12131,258.0,1050
chan,7,19,147,246,14,12313,260.0,1050
kenett,7,19,42,351,429,11898,780.0,1050
fe,7,19,49,344,0,12327,344.0,1050
rw,7,20,380,13,528,11799,541.0,1050
goni,7,20,329,64,191,12136,255.0,1050
chan,7,20,148,245,14,12313,259.0,1050
kenett,7,20,55,338,416,11911,754.0,1050
fe,7,20,52,341,0,12327,341.0,1050
rw,7,21,382,11,550,11777,561.0,1050
goni,7,21,335,58,200,12127,258.0,1050
chan,7,21,146,247,14,12313,261.0,1050
kenett,7,21,32,361,439,11888,800.0,1050
fe,7,21,55,338,0,12327,338.0,1050
rw,7,22,383,10,557,11770,567.0,1050
goni,7,22,336,57,204,12123,261.0,1050
chan,7,22,147,246,12,12315,258.0,1050
kenett,7,22,52,341,419,11908,760.0,1050
fe,7,22,58,335,0,12327,335.0,1050
rw,7,23,385,8,590,11737,598.0,1050
goni,7,23,340,53,221,12106,274.0,1050
chan,7,23,144,249,18,12309,267.0,1050
kenett,7,23,241,152,233,12094,385.0,1050
fe,7,23,60,333,0,12327,333.0,1050
rw,7,24,387,6,607,11720,613.0,1050
goni,7,24,343,50,230,12097,280.0,1050
chan,7,24,146,247,15,12312,262.0,1050
kenett,7,24,249,144,225,12102,369.0,1050
fe,7,24,63,330,0,12327,330.0,1050
rw,7,25,387,6,623,11704,629.0,1050
goni,7,25,344,49,236,12091,285.0,1050
chan,7,25,147,246,15,12312,261.0,1050
kenett,7,25,249,144,225,12102,369.0,1050
fe,7,25,65,328,0,12327,328.0,1050
