subj,item1,item2,uinvite_flat
NA,nakedmolerat,orca,0,
NA,nakedmolerat,seal,0,
NA,nakedmolerat,puma,0,
NA,nakedmolerat,woodchuck,0,
NA,nakedmolerat,viper,0,
NA,nakedmolerat,zebu,0,
NA,nakedmolerat,newt,0,
NA,nakedmolerat,wallaby,0,
NA,nakedmolerat,swallow,0,
NA,nakedmolerat,treefrog,0,
NA,nakedmolerat,sloth,0,
NA,nakedmolerat,sandshark,0,
NA,nakedmolerat,weasel,0,
NA,nakedmolerat,turkey,0,
NA,nakedmolerat,reindeer,0,
NA,nakedmolerat,yak,0,
NA,nakedmolerat,polarbear,0,
NA,nakedmolerat,squirrel,0,
NA,nakedmolerat,tiger,0,
NA,nakedmolerat,wildcat,0,
NA,nakedmolerat,robin,0,
NA,nakedmolerat,squid,0,
NA,nakedmolerat,rooster,0,
NA,nakedmolerat,warthog,0,
NA,nakedmolerat,snail,0,
NA,nakedmolerat,unicorn,0,
NA,nakedmolerat,tuna,0,
NA,nakedmolerat,pitbull,0,
NA,nakedmolerat,wren,0,
NA,nakedmolerat,raven,0,
NA,nakedmolerat,vulture,0,
NA,nakedmolerat,tick,0,
NA,nakedmolerat,walrus,0,
NA,nakedmolerat,seacucumber,0,
NA,nakedmolerat,rattlesnake,0,
NA,nakedmolerat,stingray,0,
NA,nakedmolerat,trout,0,
NA,nakedmolerat,slug,0,
NA,nakedmolerat,raptor,0,
NA,nakedmolerat,pika,0,
NA,nakedmolerat,shrimp,0,
NA,nakedmolerat,wolf,0,
NA,nakedmolerat,ox,0,
NA,nakedmolerat,octopus,0,
NA,nakedmolerat,owl,0,
NA,nakedmolerat,pufferfish,0,
NA,nakedmolerat,serval,0,
NA,nakedmolerat,toucan,0,
NA,nakedmolerat,otter,0,
NA,nakedmolerat,otwe,0,
NA,nakedmolerat,pib,0,
NA,nakedmolerat,pig,0,
NA,nakedmolerat,quail,0,
NA,nakedmolerat,parakeet,0,
NA,nakedmolerat,puppy,0,
NA,nakedmolerat,wombat,0,
NA,nakedmolerat,phoenix,0,
NA,nakedmolerat,toad,0,
NA,dragon,fawn,0,
NA,dragon,peacock,0,
NA,dragon,pheasant,0,
NA,dragon,spidermonkey,0,
NA,dragon,prairiedog,0,
NA,dragon,tasmaniandevil,0,
NA,dragon,peccary,0,
NA,dragon,komododragon,0,
NA,dragon,swan,0,
NA,dragon,dragonfly,0,
NA,dragon,tyrannosaurusrex,0,
NA,dragon,scottishshetland,0,
NA,dragon,llama,0,
NA,dragon,kitten,0,
NA,dragon,kingcobra,0,
NA,dragon,stinkbug,0,
NA,dragon,parrot,0,
NA,dragon,urangutan,0,
NA,dragon,quahog,0,
NA,dragon,germansheperd,0,
NA,dragon,grasshopper,0,
NA,dragon,labradorretriever,0,
NA,dragon,panda,0,
NA,dragon,wildebeest,0,
NA,dragon,tarantula,0,
NA,dragon,velociraptor,0,
NA,dragon,kangaroo,0,
NA,dragon,stallion,0,
NA,dragon,mule,0,
NA,dragon,ibis,0,
NA,dragon,goldfish,0,
NA,dragon,tortoise,0,
NA,dragon,mantis,0,
NA,dragon,hamster,0,
NA,dragon,orangutan,0,
NA,dragon,raccoon,0,
NA,dragon,mussel,0,
NA,dragon,vole,0,
NA,dragon,gull,0,
NA,dragon,weevil,0,
NA,dragon,ocelot,0,
NA,dragon,duck,0,
NA,dragon,poodle,0,
NA,dragon,frog,0,
NA,dragon,goldenretriever,0,
NA,dragon,ladybug,0,
NA,dragon,rabbit,0,
NA,dragon,fly,0,
NA,dragon,worm,0,
NA,dragon,seahorse,0,
NA,dragon,grubworm,0,
NA,dragon,seagull,0,
NA,dragon,shark,0,
NA,dragon,pony,0,
NA,dragon,spermwhale,0,
NA,dragon,jackrabbit,0,
NA,dragon,woodpecker,0,
NA,dragon,egret,0,
NA,dragon,magpie,0,
NA,dragon,rhinoceros,0,
NA,dragon,elephant,0,
NA,dragon,goat,0,
NA,dragon,possum,0,
NA,dragon,echidna,0,
NA,dragon,maltese,0,
NA,dragon,hawk,0,
NA,dragon,jellyfish,0,
NA,dragon,xerus,0,
NA,dragon,platypus,0,
NA,dragon,nakedmolerat,0,
NA,dragon,narwhal,0,
NA,dragon,hedgehog,0,
NA,dragon,earthworm,0,
NA,dragon,minnow,0,
NA,dragon,iguana,0,
NA,dragon,muskrat,0,
NA,dragon,monitor,0,
NA,dragon,redfox,0,
NA,dragon,heron,0,
NA,dragon,kinkajou,0,
NA,dragon,python,0,
NA,dragon,swordfish,0,
NA,dragon,salamander,0,
NA,dragon,giraffe,0,
NA,dragon,snake,0,
NA,dragon,mountainlion,0,
NA,dragon,turtle,0,
NA,dragon,fish,0,
NA,dragon,spider,0,
NA,dragon,goose,0,
NA,dragon,persian,0,
NA,dragon,whaleshark,0,
NA,dragon,zebra,0,
NA,dragon,hippopotamus,0,
NA,dragon,mantaray,0,
NA,dragon,pigeon,0,
NA,dragon,wolverine,0,
NA,dragon,sealion,0,
NA,dragon,liger,0,
NA,dragon,eagle,0,
NA,dragon,waterbear,0,
NA,dragon,gerbil,0,
NA,dragon,shrew,0,
NA,dragon,sugarglider,0,
NA,dragon,oppy,0,
NA,dragon,lemur,0,
NA,dragon,ostrich,0,
NA,dragon,redpanda,0,
NA,dragon,pelican,0,
NA,dragon,gazelle,0,
NA,dragon,wasp,0,
NA,dragon,pteordactyl,0,
NA,dragon,whale,0,
NA,dragon,sheep,0,
NA,dragon,horse,0,
NA,dragon,humpbackwhale,0,
NA,dragon,monkey,0,
NA,dragon,terrier,0,
NA,dragon,stork,0,
NA,dragon,opossum,0,
NA,dragon,starfish,0,
NA,dragon,goby,0,
NA,dragon,steer,0,
NA,dragon,mink,0,
NA,dragon,macaw,0,
NA,dragon,ram,0,
NA,dragon,rat,0,
NA,dragon,oriole,0,
NA,dragon,ray,0,
NA,dragon,koala,0,
NA,dragon,guineapig,0,
NA,dragon,ibex,0,
NA,dragon,tapir,0,
NA,dragon,salmon,0,
NA,dragon,oyster,0,
NA,dragon,sunbear,0,
NA,dragon,duckling,0,
NA,dragon,hyena,0,
NA,dragon,skunk,0,
NA,dragon,sparrow,0,
NA,dragon,nutria,0,
NA,dragon,gnat,0,
NA,dragon,scorpion,0,
NA,dragon,sabertoothedtiger,0,
NA,dragon,piranha,0,
NA,dragon,penguin,0,
NA,dragon,porcupine,0,
NA,dragon,grizzlybear,0,
NA,dragon,ferret,0,
NA,dragon,koi,0,
NA,dragon,jaguar,0,
NA,dragon,tabby,0,
NA,dragon,emu,0,
NA,dragon,nightingale,0,
NA,dragon,orca,0,
NA,dragon,honeybadger,0,
NA,dragon,lion,0,
NA,dragon,seal,0,
NA,dragon,puma,0,
NA,dragon,woodchuck,0,
NA,dragon,viper,0,
NA,dragon,zebu,0,
NA,dragon,newt,0,
NA,dragon,manx,0,
NA,dragon,wallaby,0,
NA,dragon,swallow,0,
NA,dragon,groundhog,0,
NA,dragon,treefrog,0,
NA,dragon,sloth,0,
NA,dragon,sandshark,0,
NA,dragon,gopher,0,
NA,dragon,isopod,0,
NA,dragon,weasel,0,
NA,dragon,turkey,0,
NA,dragon,reindeer,0,
NA,dragon,yak,0,
NA,dragon,marmot,0,
NA,dragon,polarbear,0,
NA,dragon,squirrel,0,
NA,dragon,tiger,0,
NA,dragon,wildcat,0,
NA,dragon,gnu,0,
NA,dragon,lizard,1,
NA,dragon,robin,0,
NA,dragon,moth,0,
NA,dragon,squid,0,
NA,dragon,rooster,0,
NA,dragon,mockingbird,0,
NA,dragon,warthog,0,
NA,dragon,mouse,0,
NA,dragon,killerwhale,0,
NA,dragon,ewe,0,
NA,dragon,moose,0,
NA,dragon,snail,0,
NA,dragon,leopard,0,
NA,dragon,unicorn,0,
NA,dragon,tuna,0,
NA,dragon,hummingbird,0,
NA,dragon,pitbull,0,
NA,dragon,macaque,0,
NA,dragon,wren,0,
NA,dragon,flea,0,
NA,dragon,ermine,0,
NA,dragon,human,0,
NA,dragon,mongoose,0,
NA,dragon,jackal,0,
NA,dragon,elk,0,
NA,dragon,hat,0,
NA,dragon,raven,0,
NA,dragon,vulture,0,
NA,dragon,manatee,0,
NA,dragon,flamingo,0,
NA,dragon,falcon,0,
NA,dragon,tick,0,
NA,dragon,marlin,0,
NA,dragon,marmoset,0,
NA,dragon,eel,0,
NA,dragon,mosquito,0,
NA,dragon,walrus,0,
NA,dragon,firefly,0,
NA,dragon,seacucumber,0,
NA,dragon,lobster,0,
NA,dragon,fox,0,
NA,dragon,rattlesnake,0,
NA,dragon,greatwhiteshark,0,
NA,dragon,lark,0,
NA,dragon,stingray,0,
NA,dragon,trout,0,
NA,dragon,slug,0,
NA,dragon,raptor,0,
NA,dragon,pika,0,
NA,dragon,shrimp,0,
NA,dragon,wolf,0,
NA,dragon,ox,0,
NA,dragon,octopus,1,
NA,dragon,meerkat,0,
NA,dragon,owl,0,
NA,dragon,hammerheadshark,0,
NA,dragon,millipede,0,
NA,dragon,graywolf,0,
NA,dragon,hen,0,
NA,dragon,hare,0,
NA,dragon,pufferfish,0,
NA,dragon,serval,0,
NA,dragon,toucan,0,
NA,dragon,otter,0,
NA,dragon,otwe,0,
NA,dragon,lynx,0,
NA,dragon,howlermonkey,0,
NA,dragon,hornet,0,
NA,dragon,pib,0,
NA,dragon,pig,0,
NA,dragon,gecko,0,
NA,dragon,mole,0,
NA,dragon,quail,0,
NA,dragon,parakeet,0,
NA,dragon,finch,0,
NA,dragon,mockingjay,0,
NA,dragon,puppy,0,
NA,dragon,wombat,0,
NA,dragon,phoenix,0,
NA,dragon,toad,0,
NA,dragon,fisher,0,
NA,dragon,gorilla,0,
NA,narwhal,peacock,0,
NA,narwhal,pheasant,0,
NA,narwhal,spidermonkey,0,
NA,narwhal,prairiedog,0,
NA,narwhal,tasmaniandevil,0,
NA,narwhal,peccary,0,
NA,narwhal,swan,0,
NA,narwhal,tyrannosaurusrex,0,
NA,narwhal,scottishshetland,0,
NA,narwhal,stinkbug,0,
NA,narwhal,parrot,0,
NA,narwhal,urangutan,0,
NA,narwhal,quahog,0,
NA,narwhal,panda,0,
NA,narwhal,wildebeest,0,
NA,narwhal,tarantula,0,
NA,narwhal,velociraptor,0,
NA,narwhal,stallion,0,
NA,narwhal,tortoise,0,
NA,narwhal,orangutan,0,
NA,narwhal,raccoon,0,
NA,narwhal,vole,0,
NA,narwhal,weevil,0,
NA,narwhal,ocelot,0,
NA,narwhal,poodle,0,
NA,narwhal,rabbit,0,
NA,narwhal,worm,0,
NA,narwhal,seahorse,0,
NA,narwhal,seagull,0,
NA,narwhal,shark,0,
NA,narwhal,pony,0,
NA,narwhal,spermwhale,0,
NA,narwhal,woodpecker,0,
NA,narwhal,rhinoceros,0,
NA,narwhal,possum,0,
NA,narwhal,xerus,0,
NA,narwhal,platypus,0,
NA,narwhal,redfox,0,
NA,narwhal,python,0,
NA,narwhal,swordfish,0,
NA,narwhal,salamander,0,
NA,narwhal,snake,0,
NA,narwhal,turtle,0,
NA,narwhal,spider,0,
NA,narwhal,persian,0,
NA,narwhal,whaleshark,0,
NA,narwhal,zebra,0,
NA,narwhal,pigeon,0,
NA,narwhal,wolverine,0,
NA,narwhal,sealion,0,
NA,narwhal,waterbear,0,
NA,narwhal,shrew,0,
NA,narwhal,sugarglider,0,
NA,narwhal,oppy,0,
NA,narwhal,ostrich,0,
NA,narwhal,redpanda,0,
NA,narwhal,pelican,0,
NA,narwhal,wasp,0,
NA,narwhal,pteordactyl,0,
NA,narwhal,whale,1,
NA,narwhal,sheep,0,
NA,narwhal,terrier,0,
NA,narwhal,stork,0,
NA,narwhal,opossum,0,
NA,narwhal,starfish,0,
NA,narwhal,steer,0,
NA,narwhal,ram,0,
NA,narwhal,rat,0,
NA,narwhal,oriole,0,
NA,narwhal,ray,0,
NA,narwhal,tapir,0,
NA,narwhal,salmon,0,
NA,narwhal,oyster,0,
NA,narwhal,sunbear,0,
NA,narwhal,skunk,0,
NA,narwhal,sparrow,0,
NA,narwhal,nutria,0,
NA,narwhal,scorpion,0,
NA,narwhal,sabertoothedtiger,0,
NA,narwhal,piranha,0,
NA,narwhal,penguin,0,
NA,narwhal,porcupine,0,
NA,narwhal,tabby,0,
NA,narwhal,nightingale,0,
NA,narwhal,orca,0,
NA,narwhal,seal,1,
NA,narwhal,puma,0,
NA,narwhal,woodchuck,0,
NA,narwhal,viper,0,
NA,narwhal,zebu,0,
NA,narwhal,newt,0,
NA,narwhal,wallaby,0,
NA,narwhal,swallow,0,
NA,narwhal,treefrog,0,
NA,narwhal,sloth,0,
NA,narwhal,sandshark,0,
NA,narwhal,weasel,0,
NA,narwhal,turkey,0,
NA,narwhal,reindeer,0,
NA,narwhal,yak,0,
NA,narwhal,polarbear,0,
NA,narwhal,squirrel,0,
NA,narwhal,tiger,0,
NA,narwhal,wildcat,0,
NA,narwhal,robin,0,
NA,narwhal,squid,0,
NA,narwhal,rooster,0,
NA,narwhal,warthog,0,
NA,narwhal,snail,0,
NA,narwhal,unicorn,0,
NA,narwhal,tuna,0,
NA,narwhal,pitbull,0,
NA,narwhal,wren,0,
NA,narwhal,raven,0,
NA,narwhal,vulture,0,
NA,narwhal,tick,0,
NA,narwhal,walrus,1,
NA,narwhal,seacucumber,0,
NA,narwhal,rattlesnake,0,
NA,narwhal,stingray,0,
NA,narwhal,trout,0,
NA,narwhal,slug,0,
NA,narwhal,raptor,0,
NA,narwhal,pika,0,
NA,narwhal,shrimp,0,
NA,narwhal,wolf,0,
NA,narwhal,ox,0,
NA,narwhal,octopus,0,
NA,narwhal,owl,0,
NA,narwhal,pufferfish,0,
NA,narwhal,serval,0,
NA,narwhal,toucan,0,
NA,narwhal,otter,1,
NA,narwhal,otwe,0,
NA,narwhal,pib,0,
NA,narwhal,pig,0,
NA,narwhal,quail,0,
NA,narwhal,parakeet,0,
NA,narwhal,puppy,0,
NA,narwhal,wombat,0,
NA,narwhal,phoenix,0,
NA,narwhal,toad,0,
NA,hedgehog,peacock,0,
NA,hedgehog,pheasant,0,
NA,hedgehog,spidermonkey,0,
NA,hedgehog,prairiedog,0,
NA,hedgehog,tasmaniandevil,0,
NA,hedgehog,peccary,0,
NA,hedgehog,komododragon,0,
NA,hedgehog,swan,0,
NA,hedgehog,tyrannosaurusrex,0,
NA,hedgehog,scottishshetland,0,
NA,hedgehog,llama,0,
NA,hedgehog,kitten,0,
NA,hedgehog,kingcobra,0,
NA,hedgehog,stinkbug,0,
NA,hedgehog,parrot,0,
NA,hedgehog,urangutan,0,
NA,hedgehog,quahog,0,
NA,hedgehog,labradorretriever,0,
NA,hedgehog,panda,0,
NA,hedgehog,wildebeest,0,
NA,hedgehog,tarantula,0,
NA,hedgehog,velociraptor,0,
NA,hedgehog,kangaroo,0,
NA,hedgehog,stallion,0,
NA,hedgehog,mule,0,
NA,hedgehog,ibis,0,
NA,hedgehog,tortoise,0,
NA,hedgehog,mantis,0,
NA,hedgehog,orangutan,0,
NA,hedgehog,raccoon,0,
NA,hedgehog,mussel,0,
NA,hedgehog,vole,0,
NA,hedgehog,weevil,0,
NA,hedgehog,ocelot,0,
NA,hedgehog,poodle,0,
NA,hedgehog,ladybug,0,
NA,hedgehog,rabbit,0,
NA,hedgehog,worm,0,
NA,hedgehog,seahorse,0,
NA,hedgehog,seagull,0,
NA,hedgehog,shark,0,
NA,hedgehog,pony,0,
NA,hedgehog,spermwhale,0,
NA,hedgehog,jackrabbit,0,
NA,hedgehog,woodpecker,0,
NA,hedgehog,magpie,0,
NA,hedgehog,rhinoceros,0,
NA,hedgehog,possum,0,
NA,hedgehog,maltese,0,
NA,hedgehog,jellyfish,0,
NA,hedgehog,xerus,0,
NA,hedgehog,platypus,0,
NA,hedgehog,nakedmolerat,0,
NA,hedgehog,narwhal,0,
NA,hedgehog,minnow,0,
NA,hedgehog,iguana,0,
NA,hedgehog,muskrat,0,
NA,hedgehog,monitor,0,
NA,hedgehog,redfox,0,
NA,hedgehog,heron,0,
NA,hedgehog,kinkajou,0,
NA,hedgehog,python,0,
NA,hedgehog,swordfish,0,
NA,hedgehog,salamander,0,
NA,hedgehog,snake,0,
NA,hedgehog,mountainlion,0,
NA,hedgehog,turtle,0,
NA,hedgehog,spider,0,
NA,hedgehog,persian,0,
NA,hedgehog,whaleshark,0,
NA,hedgehog,zebra,0,
NA,hedgehog,hippopotamus,0,
NA,hedgehog,mantaray,0,
NA,hedgehog,pigeon,0,
NA,hedgehog,wolverine,0,
NA,hedgehog,sealion,0,
NA,hedgehog,liger,0,
NA,hedgehog,waterbear,0,
NA,hedgehog,shrew,0,
NA,hedgehog,sugarglider,0,
NA,hedgehog,oppy,0,
NA,hedgehog,lemur,0,
NA,hedgehog,ostrich,0,
NA,hedgehog,redpanda,0,
NA,hedgehog,pelican,0,
NA,hedgehog,wasp,0,
NA,hedgehog,pteordactyl,0,
NA,hedgehog,whale,0,
NA,hedgehog,sheep,0,
NA,hedgehog,horse,0,
NA,hedgehog,humpbackwhale,0,
NA,hedgehog,monkey,0,
NA,hedgehog,terrier,0,
NA,hedgehog,stork,0,
NA,hedgehog,opossum,0,
NA,hedgehog,starfish,0,
NA,hedgehog,steer,0,
NA,hedgehog,mink,0,
NA,hedgehog,macaw,0,
NA,hedgehog,ram,0,
NA,hedgehog,rat,0,
NA,hedgehog,oriole,0,
NA,hedgehog,ray,0,
NA,hedgehog,koala,0,
NA,hedgehog,ibex,0,
NA,hedgehog,tapir,0,
NA,hedgehog,salmon,0,
NA,hedgehog,oyster,0,
NA,hedgehog,sunbear,0,
NA,hedgehog,hyena,0,
NA,hedgehog,skunk,0,
NA,hedgehog,sparrow,0,
NA,hedgehog,nutria,0,
NA,hedgehog,scorpion,0,
NA,hedgehog,sabertoothedtiger,0,
NA,hedgehog,piranha,0,
NA,hedgehog,penguin,0,
NA,hedgehog,porcupine,1,
NA,hedgehog,koi,0,
NA,hedgehog,jaguar,0,
NA,hedgehog,tabby,0,
NA,hedgehog,nightingale,0,
NA,hedgehog,orca,0,
NA,hedgehog,honeybadger,0,
NA,hedgehog,lion,0,
NA,hedgehog,seal,0,
NA,hedgehog,puma,0,
NA,hedgehog,woodchuck,0,
NA,hedgehog,viper,0,
NA,hedgehog,zebu,0,
NA,hedgehog,newt,0,
NA,hedgehog,manx,0,
NA,hedgehog,wallaby,0,
NA,hedgehog,swallow,0,
NA,hedgehog,treefrog,0,
NA,hedgehog,sloth,0,
NA,hedgehog,sandshark,0,
NA,hedgehog,isopod,0,
NA,hedgehog,weasel,0,
NA,hedgehog,turkey,0,
NA,hedgehog,reindeer,0,
NA,hedgehog,yak,0,
NA,hedgehog,marmot,0,
NA,hedgehog,polarbear,0,
NA,hedgehog,squirrel,0,
NA,hedgehog,tiger,0,
NA,hedgehog,wildcat,0,
NA,hedgehog,lizard,0,
NA,hedgehog,robin,0,
NA,hedgehog,moth,0,
NA,hedgehog,squid,0,
NA,hedgehog,rooster,0,
NA,hedgehog,mockingbird,0,
NA,hedgehog,warthog,0,
NA,hedgehog,mouse,0,
NA,hedgehog,killerwhale,0,
NA,hedgehog,moose,0,
NA,hedgehog,snail,0,
NA,hedgehog,leopard,0,
NA,hedgehog,unicorn,0,
NA,hedgehog,tuna,0,
NA,hedgehog,hummingbird,0,
NA,hedgehog,pitbull,0,
NA,hedgehog,macaque,0,
NA,hedgehog,wren,0,
NA,hedgehog,human,0,
NA,hedgehog,mongoose,0,
NA,hedgehog,jackal,0,
NA,hedgehog,raven,0,
NA,hedgehog,vulture,0,
NA,hedgehog,manatee,0,
NA,hedgehog,tick,0,
NA,hedgehog,marlin,0,
NA,hedgehog,marmoset,0,
NA,hedgehog,mosquito,0,
NA,hedgehog,walrus,0,
NA,hedgehog,seacucumber,0,
NA,hedgehog,lobster,0,
NA,hedgehog,rattlesnake,0,
NA,hedgehog,lark,0,
NA,hedgehog,stingray,0,
NA,hedgehog,trout,0,
NA,hedgehog,slug,0,
NA,hedgehog,raptor,0,
NA,hedgehog,pika,0,
NA,hedgehog,shrimp,0,
NA,hedgehog,wolf,0,
NA,hedgehog,ox,0,
NA,hedgehog,octopus,0,
NA,hedgehog,meerkat,0,
NA,hedgehog,owl,0,
NA,hedgehog,millipede,0,
NA,hedgehog,hen,0,
NA,hedgehog,pufferfish,0,
NA,hedgehog,serval,0,
NA,hedgehog,toucan,0,
NA,hedgehog,otter,0,
NA,hedgehog,otwe,0,
NA,hedgehog,lynx,0,
NA,hedgehog,howlermonkey,0,
NA,hedgehog,hornet,0,
NA,hedgehog,pib,0,
NA,hedgehog,pig,0,
NA,hedgehog,mole,0,
NA,hedgehog,quail,0,
NA,hedgehog,parakeet,0,
NA,hedgehog,mockingjay,0,
NA,hedgehog,puppy,0,
NA,hedgehog,wombat,0,
NA,hedgehog,phoenix,0,
NA,hedgehog,toad,0,
NA,antelope,fawn,1,
NA,antelope,peacock,0,
NA,antelope,pheasant,0,
NA,antelope,spidermonkey,0,
NA,antelope,crocodile,0,
NA,antelope,prairiedog,0,
NA,antelope,tasmaniandevil,0,
NA,antelope,peccary,0,
NA,antelope,komododragon,0,
NA,antelope,swan,0,
NA,antelope,dragonfly,0,
NA,antelope,chameleon,0,
NA,antelope,tyrannosaurusrex,0,
NA,antelope,scottishshetland,0,
NA,antelope,llama,0,
NA,antelope,kitten,0,
NA,antelope,kingcobra,0,
NA,antelope,bessbug,0,
NA,antelope,stinkbug,0,
NA,antelope,parrot,0,
NA,antelope,boaconstrictor,0,
NA,antelope,dinosaur,0,
NA,antelope,urangutan,0,
NA,antelope,quahog,0,
NA,antelope,cockatoo,0,
NA,antelope,germansheperd,0,
NA,antelope,crow,0,
NA,antelope,grasshopper,1,
NA,antelope,labradorretriever,0,
NA,antelope,panda,0,
NA,antelope,wildebeest,0,
NA,antelope,tarantula,0,
NA,antelope,bird,0,
NA,antelope,velociraptor,0,
NA,antelope,kangaroo,0,
NA,antelope,stallion,0,
NA,antelope,mule,0,
NA,antelope,ibis,0,
NA,antelope,goldfish,0,
NA,antelope,tortoise,0,
NA,antelope,mantis,0,
NA,antelope,hamster,0,
NA,antelope,orangutan,0,
NA,antelope,raccoon,0,
NA,antelope,mussel,0,
NA,antelope,vole,0,
NA,antelope,gull,0,
NA,antelope,weevil,0,
NA,antelope,dormouse,0,
NA,antelope,ocelot,0,
NA,antelope,duck,0,
NA,antelope,ape,0,
NA,antelope,poodle,0,
NA,antelope,frog,0,
NA,antelope,goldenretriever,0,
NA,antelope,chinchilla,0,
NA,antelope,crab,0,
NA,antelope,cassowary,0,
NA,antelope,ladybug,0,
NA,antelope,chimpanzee,0,
NA,antelope,armadillo,1,
NA,antelope,rabbit,0,
NA,antelope,coyote,0,
NA,antelope,beluga,0,
NA,antelope,fly,0,
NA,antelope,dodo,0,
NA,antelope,worm,0,
NA,antelope,cat,0,
NA,antelope,seahorse,0,
NA,antelope,grubworm,0,
NA,antelope,seagull,0,
NA,antelope,daddylonglegs,0,
NA,antelope,shark,0,
NA,antelope,pony,0,
NA,antelope,dolphin,0,
NA,antelope,spermwhale,0,
NA,antelope,jackrabbit,0,
NA,antelope,woodpecker,0,
NA,antelope,egret,0,
NA,antelope,magpie,0,
NA,antelope,rhinoceros,0,
NA,antelope,cardinal,0,
NA,antelope,elephant,0,
NA,antelope,cheetah,0,
NA,antelope,goat,0,
NA,antelope,possum,0,
NA,antelope,echidna,0,
NA,antelope,maltese,0,
NA,antelope,hawk,0,
NA,antelope,dove,0,
NA,antelope,jellyfish,0,
NA,antelope,xerus,0,
NA,antelope,platypus,0,
NA,antelope,nakedmolerat,0,
NA,antelope,dragon,0,
NA,antelope,narwhal,0,
NA,antelope,hedgehog,0,
NA,antelope,earthworm,0,
NA,antelope,minnow,0,
NA,antelope,canary,0,
NA,antelope,iguana,0,
NA,antelope,muskrat,0,
NA,antelope,chihuahua,0,
NA,antelope,monitor,0,
NA,antelope,redfox,0,
NA,antelope,heron,0,
NA,antelope,kinkajou,0,
NA,antelope,catfish,0,
NA,antelope,python,0,
NA,antelope,swordfish,0,
NA,antelope,salamander,0,
NA,antelope,caterpillar,0,
NA,antelope,giraffe,1,
NA,antelope,snake,0,
NA,antelope,dingleberry,0,
NA,antelope,mountainlion,0,
NA,antelope,dingo,0,
NA,antelope,bonobo,0,
NA,antelope,turtle,0,
NA,antelope,fish,0,
NA,antelope,spider,0,
NA,antelope,goose,0,
NA,antelope,persian,0,
NA,antelope,whaleshark,0,
NA,antelope,zebra,0,
NA,antelope,beetle,0,
NA,antelope,hippopotamus,0,
NA,antelope,mantaray,0,
NA,antelope,pigeon,0,
NA,antelope,wolverine,1,
NA,antelope,sealion,0,
NA,antelope,liger,0,
NA,antelope,eagle,0,
NA,antelope,bass,0,
NA,antelope,carp,0,
NA,antelope,cockroach,0,
NA,antelope,waterbear,0,
NA,antelope,gerbil,0,
NA,antelope,shrew,0,
NA,antelope,sugarglider,0,
NA,antelope,oppy,0,
NA,antelope,lemur,0,
NA,antelope,ostrich,0,
NA,antelope,redpanda,0,
NA,antelope,pelican,0,
NA,antelope,gazelle,1,
NA,antelope,wasp,0,
NA,antelope,pteordactyl,0,
NA,antelope,carpetbeetle,0,
NA,antelope,bobcat,0,
NA,antelope,whale,0,
NA,antelope,sheep,0,
NA,antelope,horse,0,
NA,antelope,humpbackwhale,0,
NA,antelope,monkey,0,
NA,antelope,terrier,0,
NA,antelope,stork,0,
NA,antelope,opossum,0,
NA,antelope,bullfrog,0,
NA,antelope,starfish,0,
NA,antelope,bulldog,0,
NA,antelope,bluejay,0,
NA,antelope,brub,0,
NA,antelope,badger,0,
NA,antelope,goby,0,
NA,antelope,steer,0,
NA,antelope,donkey,0,
NA,antelope,mink,0,
NA,antelope,macaw,0,
NA,antelope,chipmunk,0,
NA,antelope,ram,0,
NA,antelope,rat,0,
NA,antelope,oriole,0,
NA,antelope,ray,0,
NA,antelope,koala,0,
NA,antelope,capuchin,0,
NA,antelope,guineapig,0,
NA,antelope,ibex,1,
NA,antelope,butterfly,0,
NA,antelope,tapir,0,
NA,antelope,salmon,0,
NA,antelope,bluebird,0,
NA,antelope,oyster,0,
NA,antelope,sunbear,0,
NA,antelope,beardeddragon,0,
NA,antelope,duckling,0,
NA,antelope,dog,0,
NA,antelope,hyena,1,
NA,antelope,blackbear,0,
NA,antelope,skunk,0,
NA,antelope,cobra,0,
NA,antelope,sparrow,0,
NA,antelope,nutria,0,
NA,antelope,bengaltiger,0,
NA,antelope,chicken,0,
NA,antelope,gnat,0,
NA,antelope,condor,0,
NA,antelope,scorpion,0,
NA,antelope,sabertoothedtiger,0,
NA,antelope,piranha,0,
NA,antelope,bug,0,
NA,antelope,cougar,1,
NA,antelope,penguin,0,
NA,antelope,porcupine,0,
NA,antelope,grizzlybear,0,
NA,antelope,bear,0,
NA,antelope,ferret,0,
NA,antelope,bronco,0,
NA,antelope,koi,0,
NA,antelope,bat,0,
NA,antelope,jaguar,0,
NA,antelope,tabby,0,
NA,antelope,emu,0,
NA,antelope,carrion,0,
NA,antelope,bison,1,
NA,antelope,nightingale,0,
NA,antelope,blueheron,0,
NA,antelope,orca,0,
NA,antelope,honeybadger,0,
NA,antelope,lion,0,
NA,antelope,seal,0,
NA,antelope,bee,0,
NA,antelope,puma,0,
NA,antelope,woodchuck,0,
NA,antelope,viper,0,
NA,antelope,zebu,0,
NA,antelope,baboon,0,
NA,antelope,newt,0,
NA,antelope,cow,0,
NA,antelope,manx,0,
NA,antelope,cod,0,
NA,antelope,wallaby,0,
NA,antelope,swallow,0,
NA,antelope,groundhog,0,
NA,antelope,treefrog,0,
NA,antelope,sloth,0,
NA,antelope,sandshark,0,
NA,antelope,gopher,0,
NA,antelope,isopod,0,
NA,antelope,weasel,0,
NA,antelope,boar,0,
NA,antelope,turkey,0,
