filename,cutoff,hit,fa,cost
zeroinflatedprior,0.65,110,31,314
zeroinflatedprior,0.7,82,12,323
zeroinflatedprior,0.75,33,0,360
zeroinflatedprior,0.8,1,0,392
zeroinflatedprior,0.85,0,0,393
zeroinflatedprior,0.9,0,0,393
zeroinflatedprior,0.95,0,0,393
zeroinflatedprior,1.0,0,0,393
zib_a05,0.0,385,10485,10493
zib_a05,0.05,385,10485,10493
zib_a05,0.1,385,10485,10493
zib_a05,0.15,385,10485,10493
zib_a05,0.2,379,10349,10363
zib_a05,0.25,368,9601,9626
zib_a05,0.3,360,8645,8678
zib_a05,0.35,342,7173,7224
zib_a05,0.4,316,4869,4946
zib_a05,0.45,297,4829,4925
zib_a05,0.5,288,4814,4919
zib_a05,0.55,288,4814,4919
zib_a05,0.6,281,2610,2722
zib_a05,0.65,281,2610,2722
zib_a05,0.7,281,2610,2722
zib_a05,0.75,281,2610,2722
zib_a05,0.8,281,2610,2722
zib_a05,0.85,281,2610,2722
zib_a05,0.9,271,2582,2704
zib_a05,0.95,199,92,286
zib_a05,1.0,0,0,393
zib_a1,0.0,385,10485,10493
zib_a1,0.05,385,10485,10493
zib_a1,0.1,385,10485,10493
zib_a1,0.15,385,10485,10493
zib_a1,0.2,362,10095,10126
zib_a1,0.25,343,8604,8654
zib_a1,0.3,329,7129,7193
zib_a1,0.35,307,4826,4912
zib_a1,0.4,281,2403,2515
zib_a1,0.45,263,2378,2508
zib_a1,0.5,231,132,294
zib_a1,0.55,225,131,299
zib_a1,0.6,214,99,278
zib_a1,0.65,210,99,282
zib_a1,0.7,206,87,274
zib_a1,0.75,205,86,274
zib_a1,0.8,194,63,262
zib_a1,0.85,194,63,262
zib_a1,0.9,137,10,266
zib_a1,0.95,6,0,387
zib_a1,1.0,0,0,393
zib_a2,0.0,385,10485,10493
zib_a2,0.05,385,10485,10493
zib_a2,0.1,385,10485,10493
zib_a2,0.15,383,10480,10490
zib_a2,0.2,358,9580,9615
zib_a2,0.25,333,7131,7191
zib_a2,0.3,310,4831,4914
zib_a2,0.35,282,2418,2529
zib_a2,0.4,241,162,314
zib_a2,0.45,221,122,294
zib_a2,0.5,191,74,276
zib_a2,0.55,172,67,288
zib_a2,0.6,144,30,279
zib_a2,0.65,136,30,287
zib_a2,0.7,111,7,289
zib_a2,0.75,88,2,307
zib_a2,0.8,63,0,330
zib_a2,0.85,44,0,349
zib_a2,0.9,6,0,387
zib_a2,0.95,0,0,393
zib_a2,1.0,0,0,393
zib_a3,0.0,385,10485,10493
zib_a3,0.05,385,10485,10493
zib_a3,0.1,385,10485,10493
zib_a3,0.15,381,10457,10469
zib_a3,0.2,349,8613,8657
zib_a3,0.25,319,4838,4912
zib_a3,0.3,301,2437,2529
zib_a3,0.35,263,199,329
zib_a3,0.4,220,128,301
zib_a3,0.45,193,79,279
zib_a3,0.5,147,31,277
zib_a3,0.55,126,28,295
zib_a3,0.6,95,1,299
zib_a3,0.65,83,1,311
zib_a3,0.7,56,0,337
zib_a3,0.75,34,0,359
zib_a3,0.8,15,0,378
zib_a3,0.85,7,0,386
zib_a3,0.9,0,0,393
zib_a3,0.95,0,0,393
zib_a3,1.0,0,0,393
zib_dynamic,0.0,385,10485,10493
zib_dynamic,0.05,385,10485,10493
zib_dynamic,0.1,381,10457,10469
zib_dynamic,0.15,351,8618,8660
zib_dynamic,0.2,336,7142,7199
zib_dynamic,0.25,301,4827,4919
zib_dynamic,0.3,251,2374,2516
zib_dynamic,0.35,211,123,305
zib_dynamic,0.4,199,122,316
zib_dynamic,0.45,153,68,308
zib_dynamic,0.5,152,68,309
zib_dynamic,0.55,109,33,317
zib_dynamic,0.6,99,33,327
zib_dynamic,0.65,88,31,336
zib_dynamic,0.7,67,10,336
zib_dynamic,0.75,65,10,338
zib_dynamic,0.8,48,1,346
zib_dynamic,0.85,21,0,372
zib_dynamic,0.9,1,0,392
zib_dynamic,0.95,0,0,393
zib_dynamic,1.0,0,0,393
zibb_p3_a05_b075,0.0,385,10485,10493
zibb_p3_a05_b075,0.05,385,10485,10493
zibb_p3_a05_b075,0.1,382,10480,10491
zibb_p3_a05_b075,0.15,357,9577,9613
zibb_p3_a05_b075,0.2,332,7121,7182
zibb_p3_a05_b075,0.25,304,4813,4902
zibb_p3_a05_b075,0.3,285,2407,2515
zibb_p3_a05_b075,0.35,268,2390,2515
zibb_p3_a05_b075,0.4,249,2367,2511
zibb_p3_a05_b075,0.45,215,125,303
zibb_p3_a05_b075,0.5,199,87,281
zibb_p3_a05_b075,0.55,181,81,293
zibb_p3_a05_b075,0.6,180,81,294
zibb_p3_a05_b075,0.65,170,67,290
zibb_p3_a05_b075,0.7,166,67,294
zibb_p3_a05_b075,0.75,164,65,294
zibb_p3_a05_b075,0.8,162,65,296
zibb_p3_a05_b075,0.85,152,42,283
zibb_p3_a05_b075,0.9,127,12,278
zibb_p3_a05_b075,0.95,38,0,355
zibb_p3_a05_b075,1.0,0,0,393
zibb_p3_a05_b1,0.0,385,10485,10493
zibb_p3_a05_b1,0.05,385,10485,10493
zibb_p3_a05_b1,0.1,385,10485,10493
zibb_p3_a05_b1,0.15,375,10344,10362
zibb_p3_a05_b1,0.2,357,9578,9614
zibb_p3_a05_b1,0.25,332,7124,7185
zibb_p3_a05_b1,0.3,306,4818,4905
zibb_p3_a05_b1,0.35,283,4792,4902
zibb_p3_a05_b1,0.4,254,2375,2514
zibb_p3_a05_b1,0.45,225,2338,2506
zibb_p3_a05_b1,0.5,211,128,310
zibb_p3_a05_b1,0.55,204,93,282
zibb_p3_a05_b1,0.6,194,88,287
zibb_p3_a05_b1,0.65,190,87,290
zibb_p3_a05_b1,0.7,189,81,285
zibb_p3_a05_b1,0.75,189,81,285
zibb_p3_a05_b1,0.8,187,81,287
zibb_p3_a05_b1,0.85,187,81,287
zibb_p3_a05_b1,0.9,151,17,259
zibb_p3_a05_b1,0.95,45,0,348
zibb_p3_a05_b1,1.0,0,0,393
zibb_p3_a05_b2,0.0,385,10485,10493
zibb_p3_a05_b2,0.05,385,10485,10493
zibb_p3_a05_b2,0.1,385,10485,10493
zibb_p3_a05_b2,0.15,385,10485,10493
zibb_p3_a05_b2,0.2,385,10485,10493
zibb_p3_a05_b2,0.25,382,10457,10468
zibb_p3_a05_b2,0.3,373,10108,10128
zibb_p3_a05_b2,0.35,360,8647,8680
zibb_p3_a05_b2,0.4,331,7157,7219
zibb_p3_a05_b2,0.45,313,7099,7179
zibb_p3_a05_b2,0.5,310,7099,7182
zibb_p3_a05_b2,0.55,310,7099,7182
zibb_p3_a05_b2,0.6,310,7099,7182
zibb_p3_a05_b2,0.65,310,7099,7182
zibb_p3_a05_b2,0.7,303,4915,5005
zibb_p3_a05_b2,0.75,303,4915,5005
zibb_p3_a05_b2,0.8,303,4915,5005
zibb_p3_a05_b2,0.85,303,4915,5005
zibb_p3_a05_b2,0.9,293,4867,4967
zibb_p3_a05_b2,0.95,145,53,301
zibb_p3_a05_b2,1.0,0,0,393
zibb_p3_a05_b3,0.0,385,10485,10493
zibb_p3_a05_b3,0.05,385,10485,10493
zibb_p3_a05_b3,0.1,385,10485,10493
zibb_p3_a05_b3,0.15,385,10485,10493
zibb_p3_a05_b3,0.2,385,10485,10493
zibb_p3_a05_b3,0.25,385,10485,10493
zibb_p3_a05_b3,0.3,383,10480,10490
zibb_p3_a05_b3,0.35,380,10350,10363
zibb_p3_a05_b3,0.4,368,9603,9628
zibb_p3_a05_b3,0.45,351,8639,8681
zibb_p3_a05_b3,0.5,344,8629,8678
zibb_p3_a05_b3,0.55,344,8629,8678
zibb_p3_a05_b3,0.6,344,8629,8678
zibb_p3_a05_b3,0.65,344,8629,8678
zibb_p3_a05_b3,0.7,344,8629,8678
zibb_p3_a05_b3,0.75,337,6447,6503
zibb_p3_a05_b3,0.8,337,6447,6503
zibb_p3_a05_b3,0.85,337,6447,6503
zibb_p3_a05_b3,0.9,337,6447,6503
zibb_p3_a05_b3,0.95,240,1607,1760
zibb_p3_a05_b3,1.0,0,0,393
zibb_p3_a075_b075,0.0,385,10485,10493
zibb_p3_a075_b075,0.05,385,10485,10493
zibb_p3_a075_b075,0.1,381,10457,10469
zibb_p3_a075_b075,0.15,357,9577,9613
zibb_p3_a075_b075,0.2,331,7124,7186
zibb_p3_a075_b075,0.25,304,4820,4909
zibb_p3_a075_b075,0.3,283,2411,2521
zibb_p3_a075_b075,0.35,248,2367,2512
zibb_p3_a075_b075,0.4,222,121,292
zibb_p3_a075_b075,0.45,212,121,302
zibb_p3_a075_b075,0.5,191,75,277
zibb_p3_a075_b075,0.55,172,68,289
zibb_p3_a075_b075,0.6,152,46,287
zibb_p3_a075_b075,0.65,149,46,290
zibb_p3_a075_b075,0.7,146,45,292
zibb_p3_a075_b075,0.75,146,45,292
zibb_p3_a075_b075,0.8,131,23,285
zibb_p3_a075_b075,0.85,110,3,286
zibb_p3_a075_b075,0.9,88,0,305
zibb_p3_a075_b075,0.95,0,0,393
zibb_p3_a075_b075,1.0,0,0,393
zibb_p3_a075_b1,0.0,385,10485,10493
zibb_p3_a075_b1,0.05,385,10485,10493
zibb_p3_a075_b1,0.1,385,10485,10493
zibb_p3_a075_b1,0.15,375,10344,10362
zibb_p3_a075_b1,0.2,346,8607,8654
zibb_p3_a075_b1,0.25,329,7124,7188
zibb_p3_a075_b1,0.3,293,4812,4912
zibb_p3_a075_b1,0.35,271,2398,2520
zibb_p3_a075_b1,0.4,248,2369,2514
zibb_p3_a075_b1,0.45,213,127,307
zibb_p3_a075_b1,0.5,201,126,318
zibb_p3_a075_b1,0.55,176,76,293
zibb_p3_a075_b1,0.6,175,76,294
zibb_p3_a075_b1,0.65,165,56,284
zibb_p3_a075_b1,0.7,160,56,289
zibb_p3_a075_b1,0.75,159,54,288
zibb_p3_a075_b1,0.8,145,32,280
zibb_p3_a075_b1,0.85,144,32,281
zibb_p3_a075_b1,0.9,95,3,301
zibb_p3_a075_b1,0.95,5,0,388
zibb_p3_a075_b1,1.0,0,0,393
zibb_p3_a075_b2,0.0,385,10485,10493
zibb_p3_a075_b2,0.05,385,10485,10493
zibb_p3_a075_b2,0.1,385,10485,10493
zibb_p3_a075_b2,0.15,385,10485,10493
zibb_p3_a075_b2,0.2,385,10485,10493
zibb_p3_a075_b2,0.25,380,10350,10363
zibb_p3_a075_b2,0.3,369,9602,9626
zibb_p3_a075_b2,0.35,360,8645,8678
zibb_p3_a075_b2,0.4,330,7155,7218
zibb_p3_a075_b2,0.45,304,5026,5115
zibb_p3_a075_b2,0.5,296,5015,5112
zibb_p3_a075_b2,0.55,295,5015,5113
zibb_p3_a075_b2,0.6,295,5015,5113
zibb_p3_a075_b2,0.65,288,2813,2918
zibb_p3_a075_b2,0.7,288,2813,2918
zibb_p3_a075_b2,0.75,288,2813,2918
zibb_p3_a075_b2,0.8,288,2813,2918
zibb_p3_a075_b2,0.85,288,2813,2918
zibb_p3_a075_b2,0.9,243,344,494
zibb_p3_a075_b2,0.95,19,0,374
zibb_p3_a075_b2,1.0,0,0,393
zibb_p3_a075_b3,0.0,385,10485,10493
zibb_p3_a075_b3,0.05,385,10485,10493
zibb_p3_a075_b3,0.1,385,10485,10493
zibb_p3_a075_b3,0.15,385,10485,10493
zibb_p3_a075_b3,0.2,385,10485,10493
zibb_p3_a075_b3,0.25,385,10485,10493
zibb_p3_a075_b3,0.3,383,10480,10490
zibb_p3_a075_b3,0.35,380,10350,10363
zibb_p3_a075_b3,0.4,367,9603,9629
zibb_p3_a075_b3,0.45,350,8639,8682
zibb_p3_a075_b3,0.5,341,8622,8674
zibb_p3_a075_b3,0.55,341,8622,8674
zibb_p3_a075_b3,0.6,341,8622,8674
zibb_p3_a075_b3,0.65,341,8622,8674
zibb_p3_a075_b3,0.7,341,8622,8674
zibb_p3_a075_b3,0.75,334,6440,6499
zibb_p3_a075_b3,0.8,334,6440,6499
zibb_p3_a075_b3,0.85,334,6440,6499
zibb_p3_a075_b3,0.9,324,6390,6459
zibb_p3_a075_b3,0.95,52,0,341
zibb_p3_a075_b3,1.0,0,0,393
zibb_p3_a1_b075,0.0,385,10485,10493
zibb_p3_a1_b075,0.05,385,10485,10493
zibb_p3_a1_b075,0.1,381,10457,10469
zibb_p3_a1_b075,0.15,358,9579,9614
zibb_p3_a1_b075,0.2,330,7128,7191
zibb_p3_a1_b075,0.25,306,4822,4909
zibb_p3_a1_b075,0.3,268,2397,2522
zibb_p3_a1_b075,0.35,239,161,315
zibb_p3_a1_b075,0.4,209,122,306
zibb_p3_a1_b075,0.45,202,121,312
zibb_p3_a1_b075,0.5,168,69,294
zibb_p3_a1_b075,0.55,162,69,300
zibb_p3_a1_b075,0.6,130,39,302
zibb_p3_a1_b075,0.65,123,39,309
zibb_p3_a1_b075,0.7,121,38,310
zibb_p3_a1_b075,0.75,107,14,300
zibb_p3_a1_b075,0.8,90,1,304
zibb_p3_a1_b075,0.85,70,0,323
zibb_p3_a1_b075,0.9,32,0,361
zibb_p3_a1_b075,0.95,0,0,393
zibb_p3_a1_b075,1.0,0,0,393
zibb_p3_a1_b1,0.0,385,10485,10493
zibb_p3_a1_b1,0.05,385,10485,10493
zibb_p3_a1_b1,0.1,385,10485,10493
zibb_p3_a1_b1,0.15,375,10345,10363
zibb_p3_a1_b1,0.2,343,8607,8657
zibb_p3_a1_b1,0.25,325,7129,7197
zibb_p3_a1_b1,0.3,288,4819,4924
zibb_p3_a1_b1,0.35,262,2402,2533
zibb_p3_a1_b1,0.4,242,2375,2526
zibb_p3_a1_b1,0.45,205,126,314
zibb_p3_a1_b1,0.5,186,78,285
zibb_p3_a1_b1,0.55,167,71,297
zibb_p3_a1_b1,0.6,146,44,291
zibb_p3_a1_b1,0.65,143,44,294
zibb_p3_a1_b1,0.7,136,43,300
zibb_p3_a1_b1,0.75,123,22,292
zibb_p3_a1_b1,0.8,119,22,296
zibb_p3_a1_b1,0.85,100,6,299
zibb_p3_a1_b1,0.9,34,0,359
zibb_p3_a1_b1,0.95,0,0,393
zibb_p3_a1_b1,1.0,0,0,393
zibb_p3_a1_b2,0.0,385,10485,10493
zibb_p3_a1_b2,0.05,385,10485,10493
zibb_p3_a1_b2,0.1,385,10485,10493
zibb_p3_a1_b2,0.15,385,10485,10493
zibb_p3_a1_b2,0.2,385,10485,10493
zibb_p3_a1_b2,0.25,380,10350,10363
zibb_p3_a1_b2,0.3,368,9602,9627
zibb_p3_a1_b2,0.35,351,8636,8678
zibb_p3_a1_b2,0.4,329,7156,7220
zibb_p3_a1_b2,0.45,295,4844,4942
zibb_p3_a1_b2,0.5,280,4773,4886
zibb_p3_a1_b2,0.55,277,4771,4887
zibb_p3_a1_b2,0.6,270,2567,2690
zibb_p3_a1_b2,0.65,270,2567,2690
zibb_p3_a1_b2,0.7,270,2567,2690
zibb_p3_a1_b2,0.75,270,2567,2690
zibb_p3_a1_b2,0.8,270,2567,2690
zibb_p3_a1_b2,0.85,260,2539,2672
zibb_p3_a1_b2,0.9,127,15,281
zibb_p3_a1_b2,0.95,0,0,393
zibb_p3_a1_b2,1.0,0,0,393
zibb_p3_a1_b3,0.0,385,10485,10493
zibb_p3_a1_b3,0.05,385,10485,10493
zibb_p3_a1_b3,0.1,385,10485,10493
zibb_p3_a1_b3,0.15,385,10485,10493
zibb_p3_a1_b3,0.2,385,10485,10493
zibb_p3_a1_b3,0.25,385,10485,10493
zibb_p3_a1_b3,0.3,382,10457,10468
zibb_p3_a1_b3,0.35,373,10108,10128
zibb_p3_a1_b3,0.4,367,9603,9629
zibb_p3_a1_b3,0.45,339,8622,8676
zibb_p3_a1_b3,0.5,336,8571,8628
zibb_p3_a1_b3,0.55,336,8571,8628
zibb_p3_a1_b3,0.6,336,8571,8628
zibb_p3_a1_b3,0.65,336,8571,8628
zibb_p3_a1_b3,0.7,329,6390,6454
zibb_p3_a1_b3,0.75,329,6390,6454
zibb_p3_a1_b3,0.8,329,6390,6454
zibb_p3_a1_b3,0.85,329,6390,6454
zibb_p3_a1_b3,0.9,232,1549,1710
zibb_p3_a1_b3,0.95,0,0,393
zibb_p3_a1_b3,1.0,0,0,393
zibb_p3_a2_b075,0.0,385,10485,10493
zibb_p3_a2_b075,0.05,385,10485,10493
zibb_p3_a2_b075,0.1,376,10345,10362
zibb_p3_a2_b075,0.15,352,8621,8662
zibb_p3_a2_b075,0.2,320,4848,4921
zibb_p3_a2_b075,0.25,293,2435,2535
zibb_p3_a2_b075,0.3,247,170,316
zibb_p3_a2_b075,0.35,224,128,297
zibb_p3_a2_b075,0.4,185,77,285
zibb_p3_a2_b075,0.45,160,71,304
zibb_p3_a2_b075,0.5,119,27,301
zibb_p3_a2_b075,0.55,105,27,315
zibb_p3_a2_b075,0.6,67,1,327
zibb_p3_a2_b075,0.65,51,1,343
zibb_p3_a2_b075,0.7,33,0,360
zibb_p3_a2_b075,0.75,25,0,368
zibb_p3_a2_b075,0.8,15,0,378
zibb_p3_a2_b075,0.85,2,0,391
zibb_p3_a2_b075,0.9,0,0,393
zibb_p3_a2_b075,0.95,0,0,393
zibb_p3_a2_b075,1.0,0,0,393
zibb_p3_a2_b1,0.0,385,10485,10493
zibb_p3_a2_b1,0.05,385,10485,10493
zibb_p3_a2_b1,0.1,385,10485,10493
zibb_p3_a2_b1,0.15,368,10098,10123
zibb_p3_a2_b1,0.2,338,7145,7200
zibb_p3_a2_b1,0.25,310,4842,4925
zibb_p3_a2_b1,0.3,271,2411,2533
zibb_p3_a2_b1,0.35,241,170,322
zibb_p3_a2_b1,0.4,213,129,309
zibb_p3_a2_b1,0.45,181,79,291
zibb_p3_a2_b1,0.5,141,31,283
zibb_p3_a2_b1,0.55,108,28,313
zibb_p3_a2_b1,0.6,77,1,317
zibb_p3_a2_b1,0.65,74,1,320
zibb_p3_a2_b1,0.7,49,0,344
zibb_p3_a2_b1,0.75,29,0,364
zibb_p3_a2_b1,0.8,19,0,374
zibb_p3_a2_b1,0.85,4,0,389
zibb_p3_a2_b1,0.9,0,0,393
zibb_p3_a2_b1,0.95,0,0,393
zibb_p3_a2_b1,1.0,0,0,393
zibb_p3_a2_b2,0.0,385,10485,10493
zibb_p3_a2_b2,0.05,385,10485,10493
zibb_p3_a2_b2,0.1,385,10485,10493
zibb_p3_a2_b2,0.15,385,10485,10493
zibb_p3_a2_b2,0.2,383,10480,10490
zibb_p3_a2_b2,0.25,367,10100,10126
zibb_p3_a2_b2,0.3,345,8617,8665
zibb_p3_a2_b2,0.35,317,7128,7204
zibb_p3_a2_b2,0.4,280,4814,4927
zibb_p3_a2_b2,0.45,240,2386,2539
zibb_p3_a2_b2,0.5,206,129,316
zibb_p3_a2_b2,0.55,165,71,299
zibb_p3_a2_b2,0.6,130,32,295
zibb_p3_a2_b2,0.65,119,32,306
zibb_p3_a2_b2,0.7,103,10,300
zibb_p3_a2_b2,0.75,69,2,326
zibb_p3_a2_b2,0.8,50,0,343
zibb_p3_a2_b2,0.85,22,0,371
zibb_p3_a2_b2,0.9,0,0,393
zibb_p3_a2_b2,0.95,0,0,393
zibb_p3_a2_b2,1.0,0,0,393
zibb_p3_a2_b3,0.0,385,10485,10493
zibb_p3_a2_b3,0.05,385,10485,10493
zibb_p3_a2_b3,0.1,385,10485,10493
zibb_p3_a2_b3,0.15,385,10485,10493
zibb_p3_a2_b3,0.2,385,10485,10493
zibb_p3_a2_b3,0.25,385,10485,10493
zibb_p3_a2_b3,0.3,380,10350,10363
zibb_p3_a2_b3,0.35,368,9602,9627
zibb_p3_a2_b3,0.4,351,8636,8678
zibb_p3_a2_b3,0.45,313,7129,7209
zibb_p3_a2_b3,0.5,307,6125,6211
zibb_p3_a2_b3,0.55,301,6090,6182
zibb_p3_a2_b3,0.6,294,3898,3997
zibb_p3_a2_b3,0.65,294,3898,3997
zibb_p3_a2_b3,0.7,294,3898,3997
zibb_p3_a2_b3,0.75,284,3858,3967
zibb_p3_a2_b3,0.8,249,1452,1596
zibb_p3_a2_b3,0.85,138,44,299
zibb_p3_a2_b3,0.9,0,0,393
zibb_p3_a2_b3,0.95,0,0,393
zibb_p3_a2_b3,1.0,0,0,393
zibb_p3_a3_b075,0.0,385,10485,10493
zibb_p3_a3_b075,0.05,385,10485,10493
zibb_p3_a3_b075,0.1,367,10098,10124
zibb_p3_a3_b075,0.15,339,7149,7203
zibb_p3_a3_b075,0.2,305,2453,2541
zibb_p3_a3_b075,0.25,267,209,335
zibb_p3_a3_b075,0.3,224,131,300
zibb_p3_a3_b075,0.35,193,77,277
zibb_p3_a3_b075,0.4,147,30,276
zibb_p3_a3_b075,0.45,121,26,298
zibb_p3_a3_b075,0.5,77,1,317
zibb_p3_a3_b075,0.55,60,1,334
zibb_p3_a3_b075,0.6,31,0,362
zibb_p3_a3_b075,0.65,20,0,373
zibb_p3_a3_b075,0.7,10,0,383
zibb_p3_a3_b075,0.75,4,0,389
zibb_p3_a3_b075,0.8,0,0,393
zibb_p3_a3_b075,0.85,0,0,393
zibb_p3_a3_b075,0.9,0,0,393
zibb_p3_a3_b075,0.95,0,0,393
zibb_p3_a3_b075,1.0,0,0,393
zibb_p3_a3_b1,0.0,385,10485,10493
zibb_p3_a3_b1,0.05,385,10485,10493
zibb_p3_a3_b1,0.1,382,10480,10491
zibb_p3_a3_b1,0.15,363,9592,9622
zibb_p3_a3_b1,0.2,324,4860,4929
zibb_p3_a3_b1,0.25,295,2443,2541
zibb_p3_a3_b1,0.3,246,174,321
zibb_p3_a3_b1,0.35,214,131,310
zibb_p3_a3_b1,0.4,186,75,282
zibb_p3_a3_b1,0.45,139,29,283
zibb_p3_a3_b1,0.5,97,3,299
zibb_p3_a3_b1,0.55,60,1,334
zibb_p3_a3_b1,0.6,30,0,363
zibb_p3_a3_b1,0.65,22,0,371
zibb_p3_a3_b1,0.7,16,0,377
zibb_p3_a3_b1,0.75,4,0,389
zibb_p3_a3_b1,0.8,0,0,393
zibb_p3_a3_b1,0.85,0,0,393
zibb_p3_a3_b1,0.9,0,0,393
zibb_p3_a3_b1,0.95,0,0,393
zibb_p3_a3_b1,1.0,0,0,393
zibb_p3_a3_b2,0.0,385,10485,10493
zibb_p3_a3_b2,0.05,385,10485,10493
zibb_p3_a3_b2,0.1,385,10485,10493
zibb_p3_a3_b2,0.15,385,10485,10493
zibb_p3_a3_b2,0.2,381,10457,10469
zibb_p3_a3_b2,0.25,360,9593,9626
zibb_p3_a3_b2,0.3,330,7154,7217
zibb_p3_a3_b2,0.35,287,4822,4928
zibb_p3_a3_b2,0.4,255,2389,2527
zibb_p3_a3_b2,0.45,208,129,314
zibb_p3_a3_b2,0.5,165,70,298
zibb_p3_a3_b2,0.55,113,25,305
zibb_p3_a3_b2,0.6,66,1,328
zibb_p3_a3_b2,0.65,48,1,346
zibb_p3_a3_b2,0.7,31,0,362
zibb_p3_a3_b2,0.75,10,0,383
zibb_p3_a3_b2,0.8,2,0,391
zibb_p3_a3_b2,0.85,0,0,393
zibb_p3_a3_b2,0.9,0,0,393
zibb_p3_a3_b2,0.95,0,0,393
zibb_p3_a3_b2,1.0,0,0,393
zibb_p3_a3_b3,0.0,385,10485,10493
zibb_p3_a3_b3,0.05,385,10485,10493
zibb_p3_a3_b3,0.1,385,10485,10493
zibb_p3_a3_b3,0.15,385,10485,10493
zibb_p3_a3_b3,0.2,385,10485,10493
zibb_p3_a3_b3,0.25,382,10480,10491
zibb_p3_a3_b3,0.3,367,10102,10128
zibb_p3_a3_b3,0.35,348,8625,8670
zibb_p3_a3_b3,0.4,319,7136,7210
zibb_p3_a3_b3,0.45,263,4788,4918
zibb_p3_a3_b3,0.5,224,2345,2514
zibb_p3_a3_b3,0.55,172,73,294
zibb_p3_a3_b3,0.6,123,31,301
zibb_p3_a3_b3,0.65,102,28,319
zibb_p3_a3_b3,0.7,75,5,323
zibb_p3_a3_b3,0.75,38,0,355
zibb_p3_a3_b3,0.8,17,0,376
zibb_p3_a3_b3,0.85,2,0,391
zibb_p3_a3_b3,0.9,0,0,393
zibb_p3_a3_b3,0.95,0,0,393
zibb_p3_a3_b3,1.0,0,0,393
zibb_p4_a05_b075,0.0,385,10485,10493
zibb_p4_a05_b075,0.05,385,10485,10493
zibb_p4_a05_b075,0.1,385,10485,10493
zibb_p4_a05_b075,0.15,364,10092,10121
zibb_p4_a05_b075,0.2,343,8595,8645
zibb_p4_a05_b075,0.25,329,7113,7177
zibb_p4_a05_b075,0.3,304,4807,4896
zibb_p4_a05_b075,0.35,276,2388,2505
zibb_p4_a05_b075,0.4,256,2366,2503
zibb_p4_a05_b075,0.45,255,2366,2504
zibb_p4_a05_b075,0.5,224,126,295
zibb_p4_a05_b075,0.55,213,96,276
zibb_p4_a05_b075,0.6,204,92,281
zibb_p4_a05_b075,0.65,200,92,285
zibb_p4_a05_b075,0.7,198,88,283
zibb_p4_a05_b075,0.75,197,88,284
zibb_p4_a05_b075,0.8,196,88,285
zibb_p4_a05_b075,0.85,195,88,286
zibb_p4_a05_b075,0.9,185,64,272
zibb_p4_a05_b075,0.95,89,2,306
zibb_p4_a05_b075,1.0,0,0,393
zibb_p4_a05_b1,0.0,385,10485,10493
zibb_p4_a05_b1,0.05,385,10485,10493
zibb_p4_a05_b1,0.1,385,10485,10493
zibb_p4_a05_b1,0.15,381,10457,10469
zibb_p4_a05_b1,0.2,364,10095,10124
zibb_p4_a05_b1,0.25,344,8602,8651
zibb_p4_a05_b1,0.3,331,7126,7188
zibb_p4_a05_b1,0.35,301,4816,4908
zibb_p4_a05_b1,0.4,278,2412,2527
zibb_p4_a05_b1,0.45,261,2387,2519
zibb_p4_a05_b1,0.5,236,2352,2509
zibb_p4_a05_b1,0.55,222,141,312
zibb_p4_a05_b1,0.6,213,117,297
zibb_p4_a05_b1,0.65,212,117,298
zibb_p4_a05_b1,0.7,211,117,299
zibb_p4_a05_b1,0.75,211,117,299
zibb_p4_a05_b1,0.8,211,117,299
zibb_p4_a05_b1,0.85,211,117,299
zibb_p4_a05_b1,0.9,201,96,288
zibb_p4_a05_b1,0.95,96,4,301
zibb_p4_a05_b1,1.0,0,0,393
zibb_p4_a05_b2,0.0,385,10485,10493
zibb_p4_a05_b2,0.05,385,10485,10493
zibb_p4_a05_b2,0.1,385,10485,10493
zibb_p4_a05_b2,0.15,385,10485,10493
zibb_p4_a05_b2,0.2,385,10485,10493
zibb_p4_a05_b2,0.25,383,10480,10490
zibb_p4_a05_b2,0.3,380,10350,10363
zibb_p4_a05_b2,0.35,368,9603,9628
zibb_p4_a05_b2,0.4,351,8638,8680
zibb_p4_a05_b2,0.45,329,7157,7221
zibb_p4_a05_b2,0.5,324,7155,7224
zibb_p4_a05_b2,0.55,324,7155,7224
zibb_p4_a05_b2,0.6,324,7155,7224
zibb_p4_a05_b2,0.65,324,7155,7224
zibb_p4_a05_b2,0.7,317,4971,5047
zibb_p4_a05_b2,0.75,317,4971,5047
zibb_p4_a05_b2,0.8,317,4971,5047
zibb_p4_a05_b2,0.85,317,4971,5047
zibb_p4_a05_b2,0.9,317,4971,5047
zibb_p4_a05_b2,0.95,220,133,306
zibb_p4_a05_b2,1.0,0,0,393
zibb_p4_a05_b3,0.0,385,10485,10493
zibb_p4_a05_b3,0.05,385,10485,10493
zibb_p4_a05_b3,0.1,385,10485,10493
zibb_p4_a05_b3,0.15,385,10485,10493
zibb_p4_a05_b3,0.2,385,10485,10493
zibb_p4_a05_b3,0.25,385,10485,10493
zibb_p4_a05_b3,0.3,385,10485,10493
zibb_p4_a05_b3,0.35,382,10457,10468
zibb_p4_a05_b3,0.4,373,10108,10128
zibb_p4_a05_b3,0.45,367,9603,9629
zibb_p4_a05_b3,0.5,364,9598,9627
zibb_p4_a05_b3,0.55,364,9598,9627
zibb_p4_a05_b3,0.6,364,9598,9627
