word,freq
dyslexia,0.25
dyslexic,0.33
dyslogistic,0.02
dyspeptic,0.08
dysphasia,0.02
dysplasia,0.12
dysprosium,0.02
dystopia,0.02
dystrophy,0.22
each,253.25
eager,6.86
eagerness,0.25
eagle,11.49
ear,32
earache,0.29
eardrop,0.04
eardrum,0.29
earful,0.43
earl,20.43
earldom,0.06
earless,0.08
earlobe,0.33
early,108.04
earmark,0.06
earmuff,0.06
earn,15.35
earner,0.35
earnest,1.57
earnestness,0.06
earnings,0.94
earphone,0.12
earpiece,0.53
earplug,0.06
earring,2.71
earshot,0.37
earth,99.49
earthbound,0.31
earthen,0.06
earthlight,0.02
earthling,0.69
earthly,1.49
earthman,0.33
earthquake,6.37
earthworm,0.14
earthy,0.41
earwax,0.18
earwig,0.1
ease,19.1
easeful,0.04
easel,0.27
easement,0.16
easer,0.02
easiness,0.02
east,49.55
eastbound,0.78
easterly,0.14
eastern,8.12
easternmost,0.02
easting,0.02
easy,265.71
easygoing,0.43
eat,251.88
eatable,0.06
eater,1.57
eatery,0.2
eau,0.47
eaves,0.1
eavesdrop,0.78
eavesdropper,0.08
ebb,0.35
ebonite,0.02
ebony,0.86
ebullient,0.04
ebullition,#N/A
eccentric,3.51
eccentricity,0.2
ecclesiastical,0.22
echelon,0.88
echo,6.86
echocardiogram,0.04
echogram,0.04
echolocate,0.02
echolocation,0.1
eclair,0.2
eclectic,0.39
eclipse,2.82
ecological,0.45
ecologist,0.04
ecology,0.29
economic,4.96
economical,0.33
economics,2.47
economist,0.22
economize,0.24
economy,5.8
ecosystem,0.63
ecru,0.14
ecstasy,3.18
ecstatic,1.35
ectoderm,0.02
ectopic,0.16
ectoplasm,0.37
ecumenical,0.18
eczema,0.18
eczematous,#N/A
edam,0.04
edelweiss,0.41
edema,1.06
edematous,0.06
edge,23.51
edgeways,0.06
edgewise,0.33
edginess,0.02
edgy,2.27
edibility,0.02
edible,1.37
edibles,0.04
edict,0.31
edification,0.29
edifice,0.41
edify,0.06
edifying,0.1
edit,1.51
editing,2.12
edition,4.88
editor,12.41
editorial,2.18
editorialize,0.08
editorship,0.02
educable,#N/A
educate,2.04
education,19.53
educational,3.27
educator,0.47
educe,#N/A
eel,1.43
eerie,1.75
effable,0.04
efface,0.02
effacement,0.02
effect,23.9
effective,10.51
effectively,2.27
effectiveness,0.53
effectual,0.06
effeminacy,0.02
effeminate,0.29
effendi,0.33
effervesce,0.02
effervescence,0.12
effervescent,0.2
effete,0.06
efficacious,0.2
efficacy,0.29
efficiency,2.73
efficient,4.96
effigy,0.27
effleurage,0.06
effluent,0.08
effluvium,0.02
effort,19.35
effortless,0.41
effrontery,0.43
effulgence,0.02
effulgent,0.14
effusion,0.31
effusive,0.14
egalitarian,0.08
egg,26.04
eggbeater,0.24
eggcup,0.02
egghead,1.12
eggless,0.04
eggnog,1.55
eggplant,1.1
eggroll,0.02
eggshell,0.45
eglantine,#N/A
ego,7.49
egocentric,0.24
egoism,0.04
egoist,0.1
egoistic,0.02
egomania,0.04
egomaniac,0.69
egomaniacal,0.18
egotism,0.16
egotist,0.14
egotistic,0.04
egotistical,0.69
egregious,0.33
egress,0.2
egret,0.04
eider,0.04
eiderdown,0.06
eidetic,0.06
eight,98.24
eightfold,0.06
eighth,6.86
eighty,2.53
einsteinium,0.02
eisteddfod,#N/A
either,182.51
ejaculate,0.47
ejaculation,0.57
ejaculator,0.12
ejaculatory,0.04
eject,1.41
ejection,0.59
ejector,0.29
eke,0.08
elaborate,4.75
elaboration,0.08
eland,0.02
elastic,1.04
elasticity,0.35
elated,0.27
elation,0.35
elbow,6.14
elder,7.04
elderberry,0.24
elderly,4.1
eldritch,0.06
elect,1.41
electability,0.02
election,10.98
elective,1.02
electoral,0.51
electorate,0.18
electric,17.14
electrical,8.63
electrician,1.49
electricity,11.45
electrics,0.25
electrification,0.02
electrify,0.1
electro,0.33
electrocardiogram,0.08
electrochemical,0.06
electrochemist,0.02
electrochemistry,0.02
electroconvulsive,0.08
electrocute,0.57
electrocution,0.98
electrode,0.29
electroencephalograph,0.02
electrolysis,0.16
electrolyte,0.22
electromagnet,0.1
electromagnetic,1.88
electromagnetism,0.06
electrometer,0.12
electromyography,0.02
electron,0.73
electronic,6.86
electronics,2.73
electrophoresis,0.06
electroplate,0.02
electroshock,0.37
electrostatic,0.2
electrostatics,0.02
electrotherapy,0.02
elegance,1.27
elegant,6.27
elegy,0.06
element,6.63
elemental,0.67
elementary,4.75
elephant,11.37
elephantine,0.08
elevate,0.84
elevation,0.92
elevator,24.41
eleven,12.98
elf,3.78
elfin,0.16
elicit,0.49
eligibility,0.25
eligible,3.31
eliminate,5.98
elimination,1.29
eliminator,0.06
elite,2.96
elitism,0.04
elitist,0.45
elixir,0.9
elk,6
ell,1.82
ellipsis,0.18
elliptical,0.24
elm,1.43
elocution,0.27
elocutionary,0.02
elongate,0.02
elongated,0.31
elongation,0.04
elope,1.31
elopement,0.24
eloquence,0.53
eloquent,0.96
else,449.16
elucidate,0.12
elucidation,0.04
elude,0.41
elusion,0.02
elusive,1.41
elutriation,0.02
elysian,0.37
email,2.08
emanate,0.24
emanation,0.1
emancipate,0.16
emancipation,0.47
emancipationist,0.02
emancipator,0.04
emasculate,0.16
emasculated,0.18
emasculation,0.02
embalm,0.08
embalmer,0.35
embankment,0.47
embarcadero,0.16
embargo,0.47
embark,1.25
embarkation,0.2
embarrass,8.82
embarrassed,21.43
embarrassing,22.84
embarrassment,4.84
embassy,7.78
embed,0.08
embellish,0.29
embellishment,0.04
ember,0.22
embezzle,0.16
embezzlement,0.94
embezzler,0.41
embitter,0.04
emblem,0.65
emblematic,0.08
embodiment,0.57
embody,0.31
embolden,0.02
embolic,0.04
embolism,0.65
embolus,0.1
emboss,0.02
embouchure,0.1
embrace,7.57
embraceable,0.04
embrangle,0.04
embrasure,0.06
embroider,0.24
embroidery,0.49
embroil,0.02
embryo,0.76
embryologist,0.02
embryology,0.02
embryonic,0.12
emcee,0.51
emend,0.04
emerald,2.57
emerge,1.73
emergence,0.2
emergency,54.43
emergent,0.29
emeritus,0.16
emersion,0.02
emery,1.9
emesis,0.1
emetic,0.04
emigrate,0.27
emigration,0.25
emigrational,0.02
eminence,1.88
eminency,0.04
eminent,1.65
emir,0.63
emissary,1
emission,0.49
emit,0.39
emitter,0.14
emolument,0.02
emote,0.06
emotion,8.29
emotional,21.2
emotionalism,0.08
emotionality,0.02
emotionless,0.06
emotive,0.06
empanada,0.02
empathetic,0.22
empathic,0.22
empathize,0.63
empathy,1.14
empennage,0.04
emperor,13.53
empery,0.02
emphasis,1.27
emphasize,1.1
emphatic,0.29
emphysema,0.55
empire,12.67
empiric,0.04
empirical,0.45
empiricism,0.02
empiricist,0.06
emplacement,0.02
employ,3.35
employable,0.04
employee,11.57
employer,5.37
employment,5.33
emporium,0.86
empower,0.31
empowerment,0.1
empress,2.88
emptiness,1.8
emption,0.02
empty,47.24
empyrean,0.04
emu,0.43
emulate,0.55
emulation,0.02
emulsification,0.02
emulsifier,#N/A
emulsify,0.04
emulsion,0.16
enable,1.47
enablement,0.02
enabler,0.12
enact,0.18
enactment,0.02
enamel,0.57
enamelware,0.02
encamp,0.02
encampment,0.31
encapsulate,0.06
encase,0.04
encasement,0.04
encephalitic,0.02
encephalitis,0.22
encephalogram,0.06
encephalographic,0.02
encephalography,0.02
encephalon,#N/A
encephalopathy,0.12
enchant,0.37
enchanted,2.76
enchanter,0.02
enchanting,2.04
enchantment,0.57
enchantress,0.57
enchilada,0.67
encircle,0.14
encirclement,0.06
enclave,0.06
enclose,0.33
enclosure,0.39
encode,0.1
encoder,0.22
encompass,0.2
encore,2.47
encounter,5.57
encourage,6.04
encouragement,2.2
encourager,0.02
encouraging,3.24
encroach,0.06
encroachment,0.04
encrust,0.02
encrustation,0.02
encrypt,0.22
encryption,1.63
encumbrance,0.02
encyclopedia,1.59
encyclopedic,0.12
end,265.86
endanger,1.67
endangerment,0.61
endear,0.12
endearing,0.86
endearment,0.27
endeavor,1.49
endemic,0.14
endgame,0.55
ending,15.92
endive,0.14
endless,6.63
endlessness,0.02
endocentric,0.02
endocrine,0.14
endocrinologist,0.04
endocrinology,0.08
endogenous,0.06
endometrial,0.02
endomorph,0.02
endoplasmic,0.06
endorphin,0.1
endorse,1.73
endorsement,1.39
endoscope,0.08
endoscopic,0.08
endoscopy,0.25
endoskeleton,0.04
endosperm,#N/A
endothermic,0.04
endow,0.22
endowment,0.55
endplate,0.02
endpoint,0.02
endurable,0.04
endurance,1.33
endure,4.41
enduring,0.94
enema,1.41
enemy,48.51
energetic,1.29
energize,0.39
energizer,0.25
energumen,0.02
energy,32.9
enfant,0.04
enfilade,0.02
enflame,0.06
enfold,0.29
enforce,1.69
enforceable,0.12
enforcement,6.65
enforcer,0.67
enfranchisement,0.02
engage,6.16
engagement,13.06
engender,0.14
engine,31.88
engineer,11.69
engineering,6.53
engorgement,0.02
engraft,#N/A
engrave,0.29
engraver,0.2
engraving,0.45
engross,0.02
engulf,0.1
enhance,2.45
enhancement,0.45
enhancer,0.18
enigma,0.92
enigmatic,0.22
enigmatical,0.02
enjoin,0.16
enjoy,82.78
enjoyable,1.94
enjoyment,1.35
enkindle,0.04
enlarge,0.88
enlargement,0.41
enlarger,0.14
enlighten,2.12
enlightening,0.73
enlightenment,1.45
enlist,1.57
enlistment,0.29
enliven,0.02
enmesh,0.02
enmity,0.31
ennoble,0.08
ennui,0.37
enormity,0.25
enormous,10.31
enormousness,0.02
enough,501.33
enplane,0.02
enrage,0.27
enrapture,0.02
enraptured,0.16
enrich,0.27
enrichment,0.14
enroll,0.67
enrolls,0.02
enrolment,0.14
ensconce,#N/A
ensconced,0.22
ensemble,1.12
enshrine,0.04
enshrinement,0.02
enshroud,0.02
ensign,3.55
enslave,0.67
enslavement,0.18
enslaver,0.06
ensnare,0.12
ensue,0.2
ensuing,0.2
ensure,4.96
entail,0.57
entangle,0.12
entanglement,0.16
entendre,0.2
entente,0.02
enter,29.73
enteritis,0.02
enterprise,8.1
enterpriser,0.06
enterprising,0.51
entertain,6.14
entertainer,1.65
entertaining,5.65
entertainment,12.55
enthralling,0.14
enthronement,0.08
enthusiasm,4.49
enthusiast,0.57
enthusiastic,2.78
entice,0.51
enticement,0.08
entire,79.8
entirety,0.47
entitle,0.43
entitlement,0.24
entity,1.69
entomb,0.1
entombment,0.06
entomological,0.08
entomologist,0.37
entomology,0.24
entourage,1.35
entrails,0.88
entrainment,0.02
entrance,15.69
entranceway,0.02
entrant,0.02
entrap,0.18
entrapment,0.84
entreat,0.41
entreaty,0.04
entrechat,0.02
entree,0.82
entrepreneur,1.08
entrepreneurial,0.18
entropy,0.22
entrust,0.73
entry,12.16
entryway,0.16
entwine,0.16
enucleated,0.02
enumerate,0.02
enumeration,0.02
enunciate,0.14
enunciation,0.1
envelop,0.08
envelope,10.06
enviable,0.22
envious,1.25
environment,12.78
environmental,3.27
environmentalism,0.06
environmentalist,0.25
environs,0.2
envisage,0.02
envision,0.53
envoy,0.86
envy,9.55
enzymatic,0.06
enzyme,1.06
eohippus,0.04
eon,0.25
eosin,0.02
eparch,0.04
epaulet,0.06
epaulette,#N/A
epergne,#N/A
ephedrine,0.14
ephemera,0.04
ephemeral,0.2
epic,2.35
epical,0.02
epicenter,0.31
epicure,0.04
epicurean,0.02
epidemic,3.41
epidemiological,0.04
epidemiologist,0.06
epidemiology,0.14
epidermal,0.2
epidermis,0.29
epidiascope,0.04
epidural,0.55
epiglottis,0.12
epigram,0.06
epilepsy,1.04
epileptic,1.2
epilogue,0.12
epinephrine,1.16
epiphany,1.29
epiphenomenalism,0.02
epiphyte,0.02
episiotomy,0.02
episode,12.29
episodic,0.02
epistemic,0.16
epistemological,0.02
epistle,0.1
epitaph,0.51
epithalamium,#N/A
epithelial,0.12
epithelium,0.04
epithet,0.14
epitome,0.43
epitomize,0.04
epoch,0.14
epochal,0.06
epoxy,0.18
epsilon,0.33
equability,#N/A
equal,13.37
equality,1.9
equalization,0.06
equalize,0.2
equalizer,0.41
equalizing,0.08
equanimity,0.06
equate,0.39
equation,3.49
equator,0.61
equatorial,0.33
equerry,0.02
equestrian,0.39
equestrienne,#N/A
equidistant,0.14
equilateral,0.04
equilibrator,0.02
equilibrium,0.9
equine,0.14
equinoctial,#N/A
equinox,0.37
equip,0.33
equipage,#N/A
equipment,25.45
equipoise,0.16
equitable,0.35
equitation,0.04
equity,1.31
equivalency,0.22
equivalent,2.63
equivocal,0.16
equivocate,0.1
equivocation,0.1
era,5.71
eradicate,0.53
eradication,0.29
eradicator,0.06
erasable,0.02
erase,6.22
eraser,1
erasure,0.06
erbium,0.02
erect,1.18
erectile,0.47
erection,2.18
erector,0.14
erg,0.1
ergo,0.84
ergonomic,0.1
ergot,0.06
ermine,0.69
erode,0.12
erodent,0.02
eroding,0.37
erogenous,0.33
erosion,0.55
erosive,0.02
erotic,3.92
erotica,0.55
eroticism,0.16
eroticize,0.02
err,1.51
errand,4
errant,0.49
errantry,0.02
errata,#N/A
erratic,1.67
erratum,0.02
erroneous,0.53
error,9.27
errorless,0.02
ersatz,0.14
erstwhile,0.1
erudite,0.06
erudition,0.06
erupt,0.39
eruption,0.39
eruptive,0.02
erythromycin,0.14
erythrosine,0.02
escalate,0.71
escalating,0.61
escalation,0.39
escalator,1.29
escapable,0.02
escapade,0.35
escape,44.27
escapee,0.22
escaper,0.02
escapism,0.1
escapist,0.14
escapology,0.02
escargot,0.29
escarole,0.04
escarpment,0.43
eschew,0.02
escort,14.69
escritoire,#N/A
escrow,1.55
escudo,#N/A
escutcheon,0.06
eskimo,1.65
esophageal,0.18
esophagus,0.71
esoteric,0.37
especial,0.14
espionage,1.71
esplanade,0.31
espouse,0.04
espresso,2.06
esprit,0.27
esquire,0.98
essay,6.14
essence,5.63
essential,4.84
establish,6.33
establishment,4.12
estate,21.1
esteem,1.69
esteemed,1.47
estimable,0.04
estimate,4.76
estimation,0.49
estimator,#N/A
estrange,0.04
estranged,0.41
estrangement,0.2
estuary,0.1
eta,2.73
etch,0.2
etcher,0.04
etching,0.22
eternal,10.73
eternity,7.98
ethanol,0.29
ether,2.12
ethereal,0.37
ethic,1.04
ethical,2.73
ethics,5.35
ethnic,1.78
ethnicity,0.22
ethnocentric,0.02
ethnographic,0.04
ethos,0.14
ethyl,0.37
ethylene,0.2
etiological,0.02
etiology,0.08
etiquette,1.88
etymological,0.02
etymology,0.14
eucalyptus,0.49
eugenics,0.08
eulogistic,#N/A
eulogize,0.08
eulogy,1.65
eunuch,1.27
euphemism,0.9
euphemistic,0.02
euphonious,0.06
euphony,0.02
euphoria,0.49
euphoric,0.41
euro,0.61
europium,#N/A
euthanasia,0.45
euthanize,0.22
evacuate,5.61
evacuation,3.31
evade,0.88
evader,0.02
evaluate,1.73
evaluation,4.41
evaluator,0.02
evangelical,0.22
evangelism,0.08
evangelist,0.12
evaporate,0.47
evaporation,0.04
evaporator,0.06
evasion,1.16
evasive,1.8
evasiveness,0.06
eve,28.18
even,875.92
evenhanded,0.02
evening,120.69
evens,0.53
event,26.37
eventful,0.35
eventide,0.02
eventual,0.43
eventuality,0.18
eventually,24.43
eventuate,0.02
ever,709.22
everblooming,#N/A
evergreen,0.2
everlasting,2.55
every,549.16
everybody,344.22
everyday,10.88
everyman,0.47
everyone,241.65
everyplace,0.37
everything,654.88
everyway,0.04
everywhere,51.78
everywoman,0.04
evict,0.71
eviction,0.84
evidence,85
evident,1.33
evidential,0.02
evidentiary,0.45
evil,73.16
evildoer,0.06
evildoing,0.02
evilness,0.06
eviscerate,0.22
evisceration,0.1
evitable,0.02
evocation,0.08
evocative,0.27
evoke,0.29
evolution,5.33
evolutional,0.04
evolutionary,1.18
evolutionist,0.04
evolve,1.63
evolvement,0.04
ewe,0.31
ex,12.55
exacerbate,0.14
exacerbation,0.04
exact,22.63
exacta,0.1
exacting,0.45
exaction,0.02
exactitude,0.02
exactly,247.2
exactness,0.02
exaggerate,1.94
exaggeration,0.92
exaggerator,0.04
exalt,0.2
exaltation,0.06
exam,13.41
examination,5.51
examine,9.88
examiner,2.55
example,29.94
exasperate,0.04
exasperated,0.16
exasperating,0.24
exasperation,0.02
excavate,0.2
excavation,0.63
excavator,0.08
exceed,1.25
excel,0.73
excellence,2.63
excellent,52.71
excelsior,0.75
except,111.69
exception,8.02
exceptional,2.92
excerpt,0.1
excess,3.06
excessive,2.43
exchange,20.22
exchanger,0.02
exchequer,0.1
excise,0.16
excision,0.02
excitability,0.04
excitable,0.47
excitation,0.06
excitatory,0.02
excite,2.14
excited,48.61
excitement,12.31
exciter,0.02
exciting,34.82
exclaim,0.14
exclamation,0.55
exclamatory,0.02
exclude,1
exclusion,0.24
exclusionary,0.04
exclusive,7.8
exclusiveness,0.06
exclusivity,0.22
excommunicate,0.1
excommunication,0.14
excoriation,0.02
excrement,1.22
excremental,0.04
excreta,0.02
excrete,0.04
excretion,0.12
excruciate,0.02
excruciating,1.31
exculpate,0.02
exculpatory,0.1
excursion,0.67
excursus,0.02
excusable,0.14
excuse,368.1
excuser,0.02
exec,1.08
execrable,0.02
execrate,0.02
execration,#N/A
executable,0.02
execute,5.55
execution,9.75
executioner,1.35
executive,10.61
executor,0.63
executrix,0.02
exemplar,0.18
exemplary,0.86
exemplify,0.06
exempt,0.73
exemption,0.39
exercise,17.73
exerciser,0.04
exert,0.67
exertion,0.29
exfoliate,0.12
exfoliating,0.12
exfoliation,0.12
exhalation,0.06
exhale,1.67
exhaust,2.14
exhaustion,1.61
exhaustive,0.55
exhibit,7.61
exhibition,4.06
exhibitionism,0.12
exhibitionist,0.2
exhibitor,0.04
exhilarate,0.04
exhilarated,0.45
exhilarating,1.12
exhilaration,0.25
exhortation,0.04
exhumation,0.43
exhume,0.47
exigent,0.1
exiguous,#N/A
exile,1.86
exist,28.96
existence,11.69
existent,0.06
existential,0.73
existentialism,0.2
existentialist,0.1
existing,1.92
exit,15.57
exobiological,0.02
exobiology,0.06
exocrine,0.02
exodus,0.78
exonerate,0.71
exoneration,0.1
exorbitant,0.35
exorcism,1.86
exorcist,0.98
exorcize,0.04
exordium,#N/A
exoskeleton,0.25
exothermal,0.02
exothermic,0.04
exotic,6
exotica,0.06
expand,3.49
expandable,0.1
expander,0.08
expanse,0.22
expansion,1.73
expansionism,0.04
expansionist,0.06
expansionistic,0.02
expansive,0.24
expansiveness,0.02
expatriate,0.18
expect,103.9
expectable,0.02
expectancy,0.63
expectant,0.31
expectation,1.31
expectorant,0.08
expectoration,0.02
expedience,0.12
expediency,0.2
expedient,0.43
expedite,0.67
expediter,0.12
expedition,5.67
expeditionary,0.29
expeditious,0.14
expel,1.37
expend,0.08
expendable,1.51
expender,0.02
expenditure,0.27
expense,7.45
expensive,27.94
experience,60.55
experiment,16.2
experimental,3.9
experimentation,0.59
experimenter,0.04
expert,22.12
expertise,3.98
expiate,0.02
expiation,0.04
expiatory,0.04
expiration,1.02
expiratory,0.04
expire,0.9
expiry,0.08
explain,111.18
explainable,0.2
explainer,0.02
explanation,20.06
explanatory,0.04
expletive,0.25
explicable,0.02
explication,0.06
explicit,1.39
explode,9.78
exploder,0.16
exploit,2.45
exploitable,0.1
exploitation,1
exploitative,0.12
exploiter,0.06
exploitive,0.1
exploration,1.88
exploratory,0.49
explore,6.22
explorer,1.9
explosion,16.49
explosive,5.31
explosiveness,0.02
expo,0.39
exponent,0.08
exponential,0.2
export,1.27
exportation,0.02
exporter,0.08
exposable,0.02
expose,7.06
exposition,0.78
expositional,0.04
expositor,#N/A
exposure,5.71
expound,0.1
express,17.92
expressible,0.02
expression,12.76
expressional,0.02
expressionism,0.04
expressionist,0.08
expressionistic,0.08
expressionless,0.06
expressive,0.45
expressiveness,0.02
expressway,0.96
expropriation,0.04
expulse,0.02
expulsion,0.8
expulsive,0.02
expunge,0.1
exquisite,4.18
extant,0.12
extemporaneous,0.12
extemporary,0.02
extempore,0.02
extend,6.41
extendable,0.02
extender,0.12
extensible,0.02
extension,5.39
extensive,3.71
extensor,0.04
extent,4.06
extenuate,0.02
exterior,2.37
exteriorize,0.06
exterminate,1.12
extermination,1.02
exterminator,2
extern,#N/A
external,2.47
externalization,0.02
extinct,2.51
extinction,1.49
extinguish,0.84
extinguisher,1.53
extol,0.04
extort,0.65
extortion,2.57
extortionate,0.02
extortionist,0.2
extra,59.16
extract,2.94
extraction,2.47
extractor,0.1
extracurricular,1.45
extradite,0.25
extradition,1.29
extrajudicial,0.02
extralegal,0.02
extramarital,0.29
extraneous,0.29
extraordinaire,0.65
extraordinary,15.12
extrapolate,0.35
extrapolation,0.08
extras,2.06
extrasensory,0.2
extraterrestrial,2
extravagance,0.53
extravagant,1.45
extravaganza,0.71
extravehicular,0.02
extreme,10.94
extremism,0.06
extremist,0.37
extremity,0.39
extricate,0.33
extrication,0.1
extrovert,0.1
extroverted,0.06
extrusion,0.02
exuberance,0.33
exuberant,0.24
exudate,0.02
exudation,#N/A
exude,0.22
exultant,0.02
exultation,0.12
exurban,0.02
eye,111.78
eyeball,1.84
eyebath,0.02
eyebrow,1.39
eyedrop,0.06
eyedropper,0.14
eyeful,0.43
eyeglass,0.06
eyeglasses,0.67
eyelash,0.86
eyeless,0.06
eyelid,0.33
eyeliner,1.02
eyepiece,0.04
eyes,221.55
eyeshot,0.06
eyesight,1.94
eyesore,0.35
eyestrain,0.04
eyetooth,0.04
eyewash,0.14
eyewear,0.12
eyewitness,3.96
fable,0.39
fabled,0.45
fabric,4.8
fabricate,0.33
fabrication,0.84
fabulous,20.51
fabulousness,0.06
facade,0.82
face,289.16
facedown,0.35
faceless,0.73
facelift,0.14
faceplate,0.1
facer,0.02
facet,0.25
facetiae,0.02
facetious,0.12
facial,5.75
facie,0.14
facile,0.12
facilitate,0.98
facilitation,0.12
facilitator,0.31
facility,14.18
facsimile,0.18
fact,172.57
faction,1.14
factitious,0.02
factoid,0.06
factor,7.25
factory,16.8
factotum,0.12
factual,0.53
faculty,4.86
fad,0.76
fade,5.61
fader,0.04
fag,5.39
faggot,6.86
fail,24.59
failing,5.39
faille,0.02
failsafe,0.24
failure,20.02
faint,9.27
fainthearted,0.04
faintness,0.04
fair,94.75
faire,0.65
fairground,0.2
fairlead,0.02
fairness,2.04
fairway,0.47
fairy,16.69
fairyland,0.24
fairytale,#N/A
fait,0.57
faith,46.33
faithful,9.12
faithfulness,0.2
faithless,0.53
faithlessness,0.02
fake,36.33
faker,1.73
fakery,0.18
fakir,0.08
falafel,0.61
falchion,#N/A
falcon,3.31
falconer,0.08
falconry,0.04
fall,118.51
fallacious,0.02
fallacy,0.39
fallback,0.63
faller,0.04
fallibility,0.04
fallible,0.24
fallopian,0.43
fallout,2.18
fallow,0.8
FALSE,#N/A
falsehood,0.2
falsetto,0.29
falsification,0.06
falsify,0.24
falsity,0.14
falter,0.31
fame,8.65
famed,0.82
familial,0.25
familiar,34.51
familiarity,0.67
familiarization,0.02
familiarize,0.37
family,354.25
famine,1.59
famish,0.06
famished,1.43
famous,45.02
fan,35.14
fanatic,1.65
fanatical,0.53
fanaticism,0.12
fanciful,0.49
fanciness,0.02
fancy,34.84
fandango,0.1
fandom,0.04
fane,#N/A
fanfare,1.12
fang,1.92
fangled,0.02
fanjet,0.02
fantail,0.2
fantasize,1.75
fantastic,39.78
fantastical,0.27
fantasy,16.24
fanzine,0.02
far,220.76
farandole,0.04
faraway,1.82
farce,1.75
farceur,0.02
farcical,0.12
fare,6.16
farewell,9.45
farfetched,0.08
farm,30.04
farmer,11.84
farmhand,0.06
farmhouse,1.31
farming,1.61
farmland,0.39
farmstead,0.02
farmyard,0.2
faro,0.67
farouche,0.04
farrier,0.06
farrow,1.76
farseeing,#N/A
farsighted,0.12
fart,6.43
farthing,0.25
farthingale,0.02
fascia,0.1
fasciculus,0.04
fascinate,0.51
fascinating,15.08
fascination,1.76
fascism,0.76
fascist,2.45
fascistic,0.02
fashion,18.76
fashionable,1.92
fast,137.45
fastback,0.08
fastball,1.16
fasten,3.73
fastener,0.02
fastidious,0.37
fastidiousness,0.02
fat,79.43
fatal,7.1
fatale,0.25
fatalism,0.08
fatalist,0.06
fatalistic,0.08
fatality,0.9
fatback,0.1
fate,26.96
fated,0.63
fateful,1
fathead,0.65
fatheaded,0.06
father,554.49
fatherhood,0.45
fatherland,0.76
fatherless,0.31
fatherly,0.61
fathom,1.04
fathometer,0.04
fatigability,0.02
fatigue,1.82
fatling,0.02
fatness,0.12
fatso,3.16
fatted,0.25
fatten,0.45
fattish,0.02
fatty,5.1
fatuity,#N/A
fatuous,0.14
faucet,1.43
fault,104.12
faultless,0.02
faulty,1.63
faun,0.51
fauna,0.53
fauvism,0.02
faux,0.8
favor,70.76
favorable,1.08
favorite,59.45
favoritism,0.41
fawn,0.71
fax,7
fayed,5.9
faze,0.43
fealty,0.16
fear,69.08
fearful,2.16
fearfulness,0.04
fearless,2.98
fearlessness,0.04
fearsome,0.76
feasibility,0.1
feasible,0.61
feast,6.71
feat,1.53
feather,6.63
featherbed,0.16
featherbrain,0.02
featherbrained,0.02
feathered,0.67
featherhead,0.06
featherheaded,0.04
featherless,0.04
featherweight,0.14
feathery,0.2
feature,5.84
featureless,0.04
febrile,0.2
fecal,0.59
feces,0.75
feckless,0.1
feculent,0.02
fecund,0.04
fecundation,#N/A
fecundity,0.04
fed,15.88
federal,23
federalize,0.02
federation,3.86
fedora,0.25
fee,9.69
feeble,1.69
feebleminded,0.02
feed,42.39
feedback,2.75
feedbag,0.2
feeder,0.69
feedlot,0.1
feel,627.24
feeler,0.14
feeling,168.18
feign,0.45
feint,0.45
feisty,1.39
feldspar,0.14
felicitate,0.04
felicitous,0.08
feline,0.9
fell,73
fellah,0.14
fellate,0.02
fellatio,0.63
feller,1.71
fellow,58.57
fellowman,#N/A
fellowship,2.94
felon,2.51
felonious,0.27
felony,5.59
felt,119.82
female,31.61
femaleness,0.02
feminine,4.57
femininity,0.39
feminism,0.33
feminist,1.82
feministic,0.02
feminization,0.04
femme,1.24
femoral,1.06
femur,1.14
fen,0.35
fence,16.06
fencer,0.04
fencing,1.37
fend,0.92
fender,2.55
fennel,0.76
fenny,0.02
feral,0.18
ferment,0.22
fermentation,0.14
fermium,0.04
fern,3.2
ferocious,1.55
ferociousness,0.04
ferocity,0.2
ferret,1.63
ferrite,0.02
ferrous,0.04
ferry,5.35
ferryboat,0.41
ferryman,0.12
fertile,1.57
fertility,1.9
fertilization,0.24
fertilize,0.41
fertilizer,1.96
fervency,0.02
fervent,0.35
fervor,0.29
fescue,0.08
fess,0.59
fest,1.35
festal,#N/A
fester,2.69
festival,9.9
festive,1.92
festiveness,0.02
festivity,0.16
festoon,0.06
feta,0.12
fetal,1.16
fetch,10.96
fete,0.31
fetid,0.14
fetish,2.29
fetishism,0.12
fetishist,0.08
fetishistic,0.06
fetlock,0.08
fetor,0.02
fetter,0.02
fettle,0.12
fettler,0.02
fettuccine,0.27
fetus,1.61
feud,1.29
feudal,0.2
feudalism,0.04
feudalistic,#N/A
feuilleton,0.02
fever,19.94
fevered,0.16
feverish,0.65
feverous,0.04
few,301.82
fiacre,0.04
fiance,3.94
fiancee,3.02
fiasco,1.63
fib,1.27
fibber,0.16
fiber,3.06
fiberglass,0.47
fibril,0.02
fibrillation,0.22
fibrinogen,0.08
fibroblast,0.02
fibroid,0.04
fibrosis,0.39
fibrotic,0.02
fibrous,0.25
fibster,0.02
fibula,0.2
fibular,0.14
fiche,0.02
fichus,0.04
fickle,1.18
fico,0.86
fiction,6.08
fictional,1.39
fictionalize,0.02
fictitious,0.61
fiddle,3.63
fiddler,0.88
fiddlestick,0.02
fiddly,0.08
fidelity,1.98
fidget,0.08
fidgety,0.35
fiduciary,0.24
fief,0.02
field,70.2
