numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,numedges,graph_seed,x_seed,truegraph,truegraphll,truegraphll_prior,truegraphll_irt,truegraphll_irt_prior,cost_rw,time_rw,bestgraph_rw,hit_rw,miss_rw,fa_rw,cr_rw,ll_rw,cost_uinvite,time_uinvite,bestgraph_uinvite,hit_uinvite,miss_uinvite,fa_uinvite,cr_uinvite,ll_uinvite,cost_uinvite_irt,time_uinvite_irt,bestgraph_uinvite_irt,hit_uinvite_irt,miss_uinvite_irt,fa_uinvite_irt,cr_uinvite_irt,ll_uinvite_irt,cost_uinvite_prior,time_uinvite_prior,bestgraph_uinvite_prior,hit_uinvite_prior,miss_uinvite_prior,fa_uinvite_prior,cr_uinvite_prior,ll_uinvite_prior,cost_uinvite_irt_prior,time_uinvite_irt_prior,bestgraph_uinvite_irt_prior,hit_uinvite_irt_prior,miss_uinvite_irt_prior,fa_uinvite_irt_prior,cr_uinvite_irt_prior,ll_uinvite_irt_prior
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,116,3,3,>>sparse6<<:]__@_@A_@AB_@ABC_@ACD_ACD_ACDF_ABD_ABCGaCDH_AEIJbCEF_AF_@AEI_AFJhJbEFJOaFOQaBHK_BCFHJfMT_@CGaBJbKShKSX`CGMTdHIJNWhIKO,-662.9534206,-654.3791837,-638.9526095,-633.162702,84,00:00.0,>>sparse6<<:]_`_@A_@AB_@ABC_@AC_ABCDaBCDFaDG`BCGH`ABCDEGH_ABEFGIJ_BCEFHK_A_@ACDEGILM_@ADFHJNhJ_AEFGJKMOaBFIKOQbDFHJKQ_BCHIJKQfLMST_@CEGHIOaBJNOPQSV_@AKSaCHKNPSX`BCGKMNSTdEHIJKNPWZcGHIJKOXY[,104,12,72,247,-668.9403457,49,02:16.5,>>sparse6<<:]_`a`A`ABC_@_ACDbCDFaDbGaDEH_AEIbEFn@ACEIM_AJhaFJOaFQbDF_BCHJfMT_@CEGaJPSkShKSX`MNTdEHINWhIKO,79,37,12,307,-623.5663128,48,06:05.8,>>sparse6<<:]_`a_@A`ABC_@_ACDaBCDFaDbGaDEH_ABEIbEFa`ACEI_AJhaFJOaFQbDK_BCHJfMT_@CEGjNOPSkShKSX`BMNTdEHINWhIKO,82,34,14,305,-606.1735284,51,02:37.9,>>sparse6<<:]b@A_@A_@A_BaC`ACF_@ADaEGbF_@D`DFJaJhMbJLbN`mbNPR`DEKdES_ETaCDQTUaEIL_@DX_EX_CKTUWbEMQ,67,34,17,317,-615.1984918,50,11:48.6,>>sparse6<<:]b@A_@A_@A_BaC`ACF_@ADaEGbF_@D`DFJaJhMbJLbN`mbNPR`DEKdES_EaCDQTUaEIL_@DX_EX_CKTUWeHQS,67,34,16,318,-601.7758558
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,105,4,4,>>sparse6<<:]__@_@A_@AB_@ABC_ADaBD`DEFdEFG_@AC`BF_ABEaBFJdFHL_ABC`AEIKaBJ`DEL_GK_@ACdFHRjLcFKdHM`IO`ABDP_AMQWcOPYZ`CS[,-643.1076797,-669.3159733,-622.8317254,-649.2905324,89,00:00.0,>>sparse6<<:]___@_@AB_@ABaCD`BDE`ADEFdEFG_@AC`ABFI_@ABEFIaBCFJbCFHL_ABCLM`ADEGIKNaIJKLMO`ACDEJKLNO_ABEFGKN_@ABFNOP_DEFJLMRjLcFGIKLU`ADHMQRTcFIOPQaDIMNPQUWX_ABDGIMOQRSTWbCOPXYZ`CDPX[,92,13,76,254,-657.6039085,41,01:34.0,>>sparse6<<:]_b?@_@B_@AaDbE`DEdEFG`ACbF_AaBFJfHL_ABC`AEIKiJLO`ADEO_GK_@ABdFMRjLcFKdMTcIOaDIPU_AGMQWcOXYZc[,78,27,14,316,-609.1851,35,08:31.5,>>sparse6<<:]_b?@_@B_@AaDbE`DEFdEFG`ACaBF_AbFJfHL_ABC`AEIKaJL`DEO_GK_@AdFMRjLcFKdMTcIOaDIP_AMQWcOXYZc[,79,26,9,321,-595.2588983,49,03:47.9,>>sparse6<<:]_`_@_@A`B_@BD`ABaCDE_@EF_DdGgIiK_ABCaKL_IaBbC`ACGHIM`ALNcE_BI`DFdFGQUeIOQ`FPUaGMRfHTdELUY,76,36,13,310,-630.083989,43,11:35.2,>>sparse6<<:]_`_@A_@A`B_@BD`ABaCDE_@EF_DdGgIi_ABCaKL_IaBGbCDIO`ACGHIM`ALNcEM_BI`DFdFGQUeIO`AFPUaCIMRfHT`ELUY,82,30,13,310,-616.3418381
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,110,5,5,>>sparse6<<:]__@_@A_@AB_@ABC`ACD`CDE`BD`ACDaFGH_DHaBEFG`ABK_DHJaCDIKaBKLkL`BJaCDI_@DGcEFaFGKaFGK_@EGJ_EGJaCDX`DHIJaBGOUVkPU,-645.9406995,-677.7807457,-624.2053376,-657.8106512,95,00:00.0,>>sparse6<<:]___@A_B_@C`ACD`ABCDEbDEF`D`BDEF_BDH_@ABEFG`ABDGK_ADHJaCHIKLaBCFKLbFKLO_@ABHJLP_ABCDFIM_@ABDEGJ`ACEF`ABCEFGHK_@ABCEFGIKLNO_BEFGJMN_EFGSWaBGHJOTWX_@CFHIJMQbCFGILOQUVlPRU,91,19,76,249,-653.0938139,50,02:25.2,>>sparse6<<:]b?@A_B``ACDbCEbD`DdF_DHbEFG`ABK_DHcHIKaBKLkL`BJaCDFIM_@DGaCEF`AFG`ABFG_EGJ_EWaBXcIJQfGOVpRU,75,35,15,310,-604.6350815,48,07:24.5,>>sparse6<<:]_b?@A_B``ACDbCEbD`DdF_DHbEFG`ABK_DHaCHIKaBKLlO`BJaCDIM_@DGaCEFaFGK`ABFGeFGJ_EWaBXcIJQbFGOVpRU,77,33,15,310,-592.4794245,50,02:46.4,>>sparse6<<:]b?A_AB_@AC_@D_AC_ABC_AEFaBDGe_@AB`DGH`HKcGJK`B_`DJcP`ABGO_P_@HJhJQUcGOgLPeJM`ADFNU`OPSVW_ABFGHJ,70,26,24,315,-648.7853283,43,08:00.8,>>sparse6<<:]b?A_AB_@ABC_@D_AC_ABC_AEFaBCDGeH_@A`DGH`HKaCGK`B_`DEJcP`ABGO_P_@HJhQUcGOePeHJ`ADFNU`APSVW_BFGHI[,74,22,21,318,-634.2036903
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,104,6,6,>>sparse6<<:]__@_@A_@AB_@ABC_AC_ABaEFbCDE_ABCH_ABC`ABGIbDH_DEaGIK_@CEJ_JgHMObDIJhMOQaCIRhILS_BF`BCGbCDOWaIKUcIRT`HMaJ,-660.6509747,-663.290063,-640.7633631,-641.6778399,107,00:00.0,>>sparse6<<:]_`__@AB_@ABC`ABCD_@ABD_@ABEF_@BCDEF_@BCH_ABCEH`AGIbDHI_BCDEGfGHIK_@BCEJM_ABHJOaFHMNO`BCDHJKOgHIOQaBCFHIJLReHKLS_ABEFGHIJKPR`BCDEFKLO`ABCDEHIJLORTVWaBDGHIJKRUeHIJLRTUVX`AHKMQSUWZaBDFJKNY,91,13,94,237,-675.2772586,45,02:44.1,>>sparse6<<:]_`c@AB_@ABCf?AaBcDE_BCH_ABCE`AGIbD_BEGgIK_@CEJjhMObCDHJhOQcIRhLS_BHP`BCF`BCORWaDIKUhILT`MQSaJ,75,29,16,315,-629.6670661,45,12:25.7,>>sparse6<<:]_`c@AB_@ABCc_ABaBbCE_BCH_ABCE`AGIbD_DEGfGK_@CEJjhMOdHJKOhOQcIRhLS_BHP`BCF`BCORWaIKRUhILT`MQSaJ,76,28,17,314,-615.9516399,64,03:14.8,>>sparse6<<:]__@`_ABabbDE_ABCDEbD`ACE`AGHI`AJaHK`AIL_@EHIdKdO_@DGHIOkOP`NdN_AHJQcDJNU`BHKbDJaGINaCGKV_BDFK`KX[,72,39,25,299,-633.531439,45,06:29.5,>>sparse6<<:]__@_@A_@A`AbDbCDE_ABCDEdG`ACE`AGHI`AJhIK`AIL`BDEHMdK_O_@DGHIOkOP`NdN_AGHJ`CGNU`BDHQaBJaDGIN`ACKV_BDFK`DOX[,86,25,20,304,-620.8060658
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,117,7,7,>>sparse6<<:]__@_@A_@AB_@ABC`ACD`ADE_@BD_@ABC`ABCDG`BEGH`BEJ`BJKdEFG_ABIL_DK_ABN`EJaDEF_DKO`DGJaBEJLbDGIbCHJNVkeJLUW`JKN_@ACHUdKOS,-691.524245,-663.5827529,-669.4739319,-641.8049752,109,00:00.0,>>sparse6<<:]_b?@A_@AB_@AC`A_@ABCDE_@ACDE_ABCEGaBCGbEFGH_@BHIJ`BDGHIJKdEFK_AEFIL_CDIK_ABFGHILN`ACEGIJPaBDEFGJLMeFIKNOR`DGIJMNR_@ABEGHJbDEGILNOQ_@CHNRUVeIKOSU_@EIJKLPQRUVW`DJKLNOPST_@ACDEHIJLMPUYZdGHIOST,98,19,90,228,-685.8832343,61,02:55.0,>>sparse6<<:]_b?@A_@B_@AC`A`ABCE`DaBCbCGbEH_@BIJgHKdF_AL_CDKaBN`EGJPaDEFMiKR`DGJaBEJdGINcHNRUVeKSeILUW`JLP_@AHILdOST,79,38,23,295,-647.0692404,58,10:02.8,>>sparse6<<:]_b?@A_@B_@AC`A`ABCE`DaBCbCGbEGH`BIJgHKdF_AL_DK_ABN`EGJPaDEFMeIK`DGJaBEJdGINcHNRUVeKS_ELRU`JLNP_@AHIYdOST,81,36,22,296,-634.284351,47,04:06.3,>>sparse6<<:]_b?A_B_BC`A_@BCEbCFcDF`ADaIaH`FjaCEHaIMdEJKbC_DIbLM_ABRcFL`DIJaEGKMR_@BQaW_IL`AFKN_@AOQUX,76,35,12,312,-627.5554793,45,06:41.1,>>sparse6<<:]_b?@A_B_ABC_@A_@BCEbCFcDF`ACDaIaCH`FjLaCEHaIMdEJKbCG_DIbLMO_ABFRcFL`DIJaEGKMR_@BQaW_IL`ACKN_@AOQUXZ,82,29,16,308,-610.0251422
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,106,8,8,>>sparse6<<:]__@_@A_@AB_@ABC_BCaC`ACDaBCDG_BCD`ACDcDGf`CDKgJaBCJ_@ABFIbCJKM_DIbDaCFL_AGMPaBEIQbHIS`DOPQ_BDJX_MUsVWbEFHT,-639.1774945,-662.8849616,-622.3948979,-643.7978087,97,00:00.1,>>sparse6<<:]a?_A_@AB_@BCbCD`AD`ACDE`ABCDFG_@ABCDFH_@ACG_@BCDEGJ_AF_@CDEGKcHJ`ABCGHJKM_@ABFGIKO`CDEFGJKMNO_@DHIJdI`ABCEFILQR_@AGHKMPQaBDEHIQRaBCHIKOPS_@DJKOPQT_@ABCDEJLPSVX`DGPRUYeOSVWbEFHLOTUY,94,12,85,244,-667.2863565,40,03:13.3,>>sparse6<<:]b?A`AB_@BCbDacDaBCGbHaC`CDGf`CKjaBCJ_AIcDJKM_@IdaCFLaGMPaBEIbHIS_@DJPQ_BJXpUsVWbEFT,74,32,8,321,-602.6801726,38,11:37.9,>>sparse6<<:]b?A`AB_@BCbDacDaBCGbHaC`CDGf`CKj`ABCJ_AI`CJKM_@IdaCFL_AGMPaBEIbHIS`DJPQ_ADJX_UsVWbEFT,76,30,8,321,-593.0072638,42,02:54.3,>>sparse6<<:]a@_A`B_BC`BCD_ADf`BEF_@C_DFbDIaEFGaCDE_F_EHKbI_BaHQbCQ`LRaCD_@O_@AJQaDKOP`OVaHQRT_TVWYbCK,77,31,11,316,-631.6266174,36,09:04.9,>>sparse6<<:]a@_A`B_@BC`BCD_ADf`BEF_@CD_DEFbDIaEFGaCDE_F_EHKbI_BFaHQaBCQ`LRaCD_@CO_@AEQcKOPW`OVaHQRT_TVWYbCK,83,25,11,316,-619.9500381
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,103,9,9,>>sparse6<<:]__@_@A_@AB_@ABC`AC`AEbCDFeFG_BD`BF_@CIaEGK`CDG`BCG_AaBCMaDIKObKM`CDF_@AGcEFHLgKLcDEdKOQ_BMQcEWcEW`BCFKN,-671.7061067,-657.883996,-648.8074264,-642.8317424,114,00:00.1,>>sparse6<<:]__@`A_ABaBC`AC_@ADbFfG_@BDGH`BDFH_@CEI_@ABDEFHJK_@BCDGK_@BCDEGHIK_@ACDKbCIKMaFIKNO`FIJKMP_@DFHMP_@ADGJLOPQScEFHILNPQgHKLRU`CDEFGHKPSUbDJLMORST_BGLMNR`ACEILNSWaCEFHKPSVWXZ`ABCDFJKNQRSTUY,87,16,98,234,-683.5373742,47,07:58.7,>>sparse6<<:]__@`_aB`AC`AbFfG_BDbDF`CI_@AFK`CG`BCG_ADbKMaIKOjKM`DFM`ADQScEHLgKLcDEHPbORS_BMcEWcESW`BCDFKN,74,29,18,314,-638.8741298,46,08:33.6,>>sparse6<<:]__@`_ABaB`AC`AbFfG_BDbDF`CI_@AEFK`CDG`BCGI_ADbKMaIKOjKM`DF_@ADQScEHLgUcDEHPbDOS_BM`CEWcEKSVW`BCDFKN,78,25,21,311,-625.7407758,41,03:24.8,>>sparse6<<:]a@_A_@Ac_D_@AB_@`AG_BD`BF``DI`CGH_@ACD`AGM_H`AFIJK_HL`AKPbCK_FKRaFRUcLMOcW`RUcWaBEGMW_DJLR,78,30,11,316,-624.9266405,44,08:20.9,>>sparse6<<:]a?@_@A_ABc_D_@AB_@aG_B`BFI`dHI`CGH_@ACD`AGHM_H`AFIJK_HL`AKP`BCK_FKRaFRUlMOcMW`RUVcWaBCEGMWdJLRU,79,29,15,312,-616.4286299
6,0.3,steyvers,10,30,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,101,10,10,>>sparse6<<:]__@_@A_@AB_@ABC_BCD`BD_CDFbD_AC_DFbCEG_BC_BCGL`ADG`BGJaCGIcEFM_AP_CQbGILPcMS`DEFG_BCNObCGcNOmNVX_QbGK,-660.8830696,-666.7238969,-638.9383089,-644.5337291,95,00:00.0,>>sparse6<<:]a?@_A_@A_@B_BCD`ABdF`BD_AD_ADFHbCDEGI_@BCGI_@ABCFGHL`ADJM`BGJKLNaCDGILMO`CDEFMN_ABCEGIP_@CEFHLOQgIKLMOPS_ACLMPS`ADEFGLNO_ABCGIKLMNOP`ABCELNOSV`ACFGNOPQTWgMNVXY_ABDIQW`BDGKMN,89,12,83,251,-665.2464853,47,02:23.1,>>sparse6<<:]a?@a`_@B_BCDaBd`B_A_DFbCGbC_BCGLaM`GJaCGMcEFM_AP_@CQgILPcMSaBDFGN_BMNO`EOV`GNOgNVX_QbGK,70,31,16,318,-621.7887334,42,07:20.1,>>sparse6<<:]a?@a_@_@B_BCDaBd`B_A_DFbCG_BC_ABCGL`AM`GJaCGIMcEFM_AP_@CQgIKLMP_CMS`ADFGN_BGMNO`BEOcGNOgNVX_QbGK,77,24,18,316,-606.1940331,39,03:12.9,>>sparse6<<:]a?_@A`AB`C_ABCaDE_@BC_AEF`E_CDI_GI_CJ`GIiKbIK_@AcDdEFJL`KM`ASfLRfJQR`RT`CGbHPRV`CIQcDHcKNOW,76,25,14,320,-642.0086824,46,10:37.6,>>sparse6<<:]a?_@A_A`AC_ABC_AE_@BC_AEF`CE_CDI_GIcDJ`CGIiK`BIN_@AcFbDFHJL`KM`AKSfLRdFJQR`DFT`CGbHPR`CIQcDHRcKNWX,76,25,21,313,-626.9806537
6,0.3,steyvers,10,30,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,109,1,1,>>sparse6<<:]__@_@A_@AB_@ABC_@ACD`AE_@ABDE_@DaBDFbDFIdFJcFGdGaEFIJ_CEL_EOaCEGHPdFKeNOPQdHQcDI_@EaFJNcDJ_ABN_ABDGMaCFGH_@GQ,-700.1892333,-672.3315624,-674.9219598,-653.3225274,107,00:00.0,>>sparse6<<:]_``A`AB_@ABC_@ACD`ABCE_@ACE_@ABCDEG_ABDFbCDEFIbDEFIJaCFG`AEHJKaEFGHIJKL_BCDEGIKL_BEGIKOaCEGHJKOPaBDEFHIJKQ`EJNOPQdHQcN_@DEFGIMOfHIJKNS_@ACDJKNP_ABCDFGIL_@ABCDEGHIMNOXY_@ACDEFGHMNOTUWY_@BCEGLPQYZ,98,11,96,230,-725.5457365,50,04:52.9,>>sparse6<<:]_```A_AB_AaE`ACE_BCDaDFbIbFJfGbaEFIJ_CDEeOgHPfJKeNPQdHQc_@EMfJNcDJ_BGI_ADGM_CDFG`GQ,71,38,12,314,-664.5523359,36,08:01.3,>>sparse6<<:]_``A`AB_@AB_AaE`AE_ACDaDFbIdFJfGhaEFIJ_CEGLeOcEGHPfJKeNPQdHQc_@EMfJNcDJ_ABG_ADGM_ACFGH`GQ,81,28,8,318,-646.5396511,31,03:07.3,>>sparse6<<:]a?@_@A_@`BC_AC`BCDb_BDE_DHdEGcDbDFHeIK_AaBCGgJOaCDFaBJdPdQ_HIS_ABCEHbILViJRgPS`ADFQlPX_@CEU,80,21,10,324,-652.5137959,30,06:47.3,>>sparse6<<:]a?@_A_@A`BC_A`BCD`B_BDE_DEHdEGcDbDFH`EK_AaBCGgJOaCDFaBJdPdQ_HS_ABCEHbILVbJRgPS`ADFQbLPX_@CEU,81,20,10,324,-635.4924444
6,0.3,steyvers,10,30,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,103,2,2,>>sparse6<<:]__@_@A_@AB_@ABC_BC_BC_@AEbG_@BCD_CcDEJ_BF`BGbLcFL`ABELaBIMP_@DJ`BCKRaBCGQ`ET`BPeJeFOdIPQV_DIKR`ABMRUeOX,-678.3685903,-681.4887843,-661.4515758,-659.8792499,88,00:00.0,>>sparse6<<:]__@_@_@AB_@A_BCD_@ABCE_@ABCEaBC_@ABCDaCcDEFJbFG`BGHIJKLbDFLbCFL`ACEFIKLaBDEIMP_@ADGJK`BCDFIKLPR`AFGHMQR_@AEMT_@BCDGIMPQRTeJQaFGOUcDHOPQV_@DFIJKQRSY_@ADEHMRSTU_CEFLMO,90,13,75,257,-693.6766034,57,03:44.6,>>sparse6<<:]__``B_@_C_ABC_@AEb_ABCaCcDEbbGJbLcLaCELbDIMP`AJKkPRaGMQ_@ET`BPQeQfOdHQV_DIS`EHMRSTeO,65,38,19,313,-637.2022811,48,07:07.7,>>sparse6<<:]a@``B_@A_C_ABC_@AEbG_BCDaCcDEbbGHbLcL`ACELbDIMP_@JKkPRaGMQ_@ET`BPQeQfOdQV_DIS_@AMRSTeO,70,33,15,317,-629.493046,36,04:16.7,>>sparse6<<:]_`a`AB_AB_C_CaBD_CDE_AF_ADG`BCHbE_BCDbHMbCL`CgIcDEHKO_BMN_@EHaJgLPaLPVcPbMNTaBDMNUYcHOXmPV,75,21,15,324,-650.992,27,07:01.6,>>sparse6<<:]_`aaB_@AB_@C_C_ABD_BCD_AaDG`BCHbE_BCDbHMbCL`CgIcEHKO_BMN_@EHaJlPdLPVcPbMNTaDMNUYcHOXaPV,78,18,9,330,-633.7876625
6,0.3,steyvers,10,30,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,102,3,3,>>sparse6<<:]__@_@A_@AB_@ABC_@ACD_@BE_@ABDaB`BbD_@E`ABDE_CFLcLMg_@CEK_ABCKPaC_DHR`CKPQaR_PQcEMS_AC`ACFK`ABDLfKWaFKW,-692.0631339,-691.2106363,-670.8349636,-672.4011626,105,00:00.0,>>sparse6<<:]a@_@A_AB`ABC_@AD_@AE_ABCD_@ABD`BCFG`BD_@EF_@ABCDEGJ_BCEFHKLbCDGKLM`DGH_@EK_ABCGJLOP_ACDFGNP_DFGHJR`ACDGIKPQSaRT_CEKMNPT_CEFILMRSV_CDEGIJKLMORTVW_@ACEFIKORS_@ABCDGJLNQXbFKSWY_ADFGKMQRSUWX,91,11,94,239,-720.2740758,36,02:41.5,>>sparse6<<:]a@_@A_B`AB_A_@E_BCDaBbFGbD_@E`ABDE_CFLcDLM`G_@EKaBCPaC_DFHR`CKPQaR_PTcEM_CJKR_@AFIKaBDGfKSWaFKW,80,22,14,319,-669.1562401,29,08:05.1,>>sparse6<<:]a@_@A_B`ABC_A_@E_ABCDaB`BFbD_@E`ABCDE_CFLcLM`G_@EKaBCPaC_DFHR`CKPQaR_PTcEMS_CJKR_@AFIK`ABDGfKWaFKW,85,17,12,321,-649.12255,45,02:56.4,>>sparse6<<:]a?@``AB_@ABCbCDcD_@_BCDbF_@CEaBIcEJ`BKdIJK_@GIhKM_@AHgJMQ`IO`ADEG`MdEMPQcF_GIPS_EQeNYmPYhR,75,31,14,315,-655.2316895,40,10:21.4,>>sparse6<<:]a?@``AB_@ABCbCDcD_@_BCDb_@CEaBDIcEJ`BKdIJKM_@GIaBHM_@FHgJMQ`IO`ACDEG`MdEMPQcF_GIPS_EQeNYmPYhR,79,27,13,316,-644.2145376
6,0.3,steyvers,10,30,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,104,4,4,>>sparse6<<:]__@_@A_@AB_@ABCaCD_aDEcD`C_DEI_CDGH_ABCDcGJL_DEGHKaBKLcDEGaDHNeIJ_BEOaDLM`ACbCDLO`DOSVdHKgJQXdGNYgMTdEMP,-697.4036656,-649.8940495,-676.494411,-635.6229963,108,00:00.0,>>sparse6<<:]__@`A_@AB_ABC`ACD_@`DE_CDE_@CDFbDEGI_CGHJ_ABCDI_CJL_DEGHKM`BGKL_ABCEGIMN_ACDEGHLNOP_@EGIJMN_BEFGIKOP`ADFGMP_@ABCEIKMNOT_ABCFHIJKLOS`DEGJOQSUV_ACDEHKNOPaGHQX`BCDFGNQXY_@CDEGHLMPQTcEJLMPSTYZ,92,12,96,235,-724.1536947,41,02:33.2,>>sparse6<<:]__@`AaB_ABC`AC_dEc_@dEI_GHaBCDcJ_DEGHKbKLaCMNaDGHeIJ_EFOaM_@ACbCF`DOSVdHKgQXgNYcGMTmPTZ,75,29,12,319,-659.7517932,36,10:10.7,>>sparse6<<:]__@`A_AB_ABC`A_dEc`CdEI_GHaBCDcJL_DEGHKbKLaBCMNaDGHeIJ_BEFOaM_@ACbCFO`DOSVdHKgQXdNYcGMTeMPTZ,80,24,12,319,-644.7896824,27,03:07.5,>>sparse6<<:]_`_@A`AB_@B_`C_ABCaCG_ADbFbG`FGeIddNeIM`AL`BNO`AHI`DFL_ACNqUjdJOWeGHUeJOX_DJO_DEM,73,19,8,335,-630.1259268,25,11:21.6,>>sparse6<<:]_`_@A`AB_BC_`C_ABCaCG_@DbFbG`FGeIddNeIM`L`BNO`AHI`DFL_ACNQqUjdJOWeGHUeJNOX_DEJO_DEM,75,17,8,335,-618.8002955
6,0.3,steyvers,10,30,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,109,5,5,>>sparse6<<:]__@_@A_@AB_@ABC_@AC`BCDEdEaBCE`CEFcDF_BDH_BDKbCDcEI_AFaCDFJaDF`FIN`AC_BCDFJ_CE`BCDK`AKLOU`ACFNUcDJ_BKL_CKaFOW,-711.9915433,-683.1719432,-688.409375,-667.2736724,104,00:00.0,>>sparse6<<:]_`_A`AB_@AB_ACbCDEc`BCDEG_@CEF`BDF`BDHI_ABDHK`ABCDLaBCEHIK_ABF`ABCEFJLO_@ADEFP_@AFINOaCIPQ_@BCDFJP_ABCEIJKOP`BCDEFIJKPQRST_@ACDEFKLOU_@ABCFINQSTUWaCDFHJMNPQS_HKLRSWX_CHJKVYZ`AFHOQTUX[,94,15,89,237,-721.5636482,52,02:46.9,>>sparse6<<:]_`_aB_@A_AbCDcbG`CEbFdHbDHKbDcEI_ABaCFJ`AEF`FINaCcDFJ_CE`BCDFK`AKLOU`ABINSUdJMQS_KLX_CKfHOU,74,35,17,309,-674.4059057,43,09:50.1,>>sparse6<<:]_`_A`AB_@A_ACbCDcbC`CEbFdH_BDKbDcEI_ABaCFJaEF`FINaCQcDFJ_AE`BCDFK`AKLOU`AFINSUcDJMS_KLX_CKfHOU,80,29,14,312,-657.121021,50,03:49.1,>>sparse6<<:]__@`aB_@ABCcb_@DbChhI_G`EH_G`CKiJ_BCLiOcIOkLbGIcNT`BDGo_EK`AEKU`DSVcRTWhORW,62,37,13,323,-636.6159221,42,11:41.9,>>sparse6<<:]__@`aB_@ABCcb_@CDbChhIdG`EH_CG`ACKhIJ_BCLihIOQkLbGIcKT`BDGo_@E`ABEKU_@DSVcRTWhORW,69,30,12,324,-629.9873973
6,0.3,steyvers,10,30,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,102,6,6,>>sparse6<<:]__@_@A_@AB_@ABC_A_@CD`DcDaBCEaFI_CF`CD_AEK`DK_CGN_CK_GNO_BCEIJ_DL_NOQ_CPbDFGN`CFaDGV_AFGLaBDEMaFPRUWfY,-690.4766495,-701.3500573,-668.6628577,-682.9183197,99,00:00.0,>>sparse6<<:]_`_@A_@AB`ABC_ABC_@ABCD`ACDaCDbE_@ABFI_@CFH_@CDF_ACEHKL`BDKM_@CFGKNaEHK_ADGINOaCEFIJNOP_@ACDFGHILPQ_AGKNOPQ`ACHLMOPTbDGILMNOQS_@BCEFKLNPdGNV_ADFGJLQTUVX_ABCDEGIMNPRT`AEFJPRTUVWfSY,91,11,88,245,-713.3392499,40,03:00.9,>>sparse6<<:]a@_@A_@`ABCaB_@BCdcDbaFI`CF`C_AEK`K_CNk_GNOcEIJ_DFHIP_KNOQ`CPbDGMNO`BCFgV_AGL_ADEMaFPRUfY,75,27,13,320,-658.967368,39,07:35.8,>>sparse6<<:]a@_@A_@`ABCb_@BCaDcDbaFI`CF`C_AEK`K_CNk_GNOaCEIJdFHLP_KNOQ`CPbDGNO`CFgV_AGL_ADEMaFPRUWfY,75,27,12,321,-643.4537807,41,02:48.6,>>sparse6<<:]a?@_@A`ABbC_AdE`EeFGcbCDI_@D_BF_ADFKaBCJfH`ANbCEN_CEJPQ`HL_ADMiJMbCEJaKV`CDUbJKX`EHO`EHSaT,73,25,16,321,-674.567072,42,10:19.0,>>sparse6<<:]a?@_@A`ABc_ACDdE`EeFGcbCDI_@D_BF_ADFKaBCJp@ANbCN_CEJPQ`HLO_ADMfIJLbCEJaKV`CDUbJKX`EHO`HSaT,72,26,16,321,-658.5126531
